canonical_model_id,report_status,daily_series_status,benchmark_status,validation_status,limitations
v5g_vs_midterm_model_comparison,performance_data_unavailable,daily_nav_unavailable,benchmark_coverage_insufficient,daily_nav_unavailable,companion_reporting_only;no_model_status_change;daily_nav_or_returns_unavailable;eligible_benchmark_unavailable;comparison_does_not_repair_cash_or_order_contract
