model_id,baseline,status,strict_cash_nav,qmt_contract,forward_evidence,accepted
internal_subsleeve_mom12_70_30,v57f_startup_preload_repaired_baseline,primary_forward_paper_candidate_not_accepted,strict_nav_input_blocked,historical_qmt_contract_incomplete,False,False
