trade_date,version_id,active_rebalance_date,strategy_return,strategy_nav,baseline_return,delta_stock_return,incremental_commission,turnover_proxy,accepted
2021-05-06,admission_suppression_mom12_bottom_cap75,2021-05-06,0.009189671131292867,1.0091896711312929,0.0088425666499998,0.00034710448129306697,0.0,0.99999999988,False
2021-05-07,admission_suppression_mom12_bottom_cap75,2021-05-06,0.009711753353725447,1.0189906723044473,0.0094276355046978,0.0002841178490276479,0.0,0.0,False
2021-05-10,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0020285353857507214,1.0210577309409667,0.0019752471694256,5.328821632512121e-05,0.0,0.0,False
2021-05-11,admission_suppression_mom12_bottom_cap75,2021-05-06,0.005102971280751157,1.0262681592179475,0.0053059440948668,-0.00020297281411564306,0.0,0.0,False
2021-05-12,admission_suppression_mom12_bottom_cap75,2021-05-06,0.003530735579684285,1.0298916407219953,0.0035270752909939,3.6602886903851084e-06,0.0,0.0,False
2021-05-13,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.006276239253887,1.0234277943792458,-0.006001571405391,-0.0002746678484960005,0.0,0.0,False
2021-05-14,admission_suppression_mom12_bottom_cap75,2021-05-06,0.006871965742357963,1.0304607551219969,0.0065855887752968,0.00028637696706116343,0.0,0.0,False
2021-05-17,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.003776299024985446,1.026569427177144,-0.0037302507641129,-4.60482608725456e-05,0.0,0.0,False
2021-05-18,admission_suppression_mom12_bottom_cap75,2021-05-06,0.00028916301017184985,1.0268662730828568,0.0002801828656966,8.980144475249837e-06,0.0,0.0,False
2021-05-19,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.008111437327210815,1.0185369116653187,-0.0081317956572767,2.035833006588519e-05,0.0,0.0,False
2021-05-20,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.00330058296501125,1.015175146085441,-0.0029001335453445,-0.00040044941966675,0.0,0.0,False
2021-05-21,admission_suppression_mom12_bottom_cap75,2021-05-06,0.001621213629188134,1.016820961868288,0.0021579068313941,-0.0005366932022059661,0.0,0.0,False
2021-05-24,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0036696436650301197,1.0205523324694776,0.003252253681935,0.00041738998309511996,0.0,0.0,False
2021-05-25,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0037841191885810083,1.0244142241337264,0.003835967309848,-5.184812126699175e-05,0.0,0.0,False
2021-05-26,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0018566680116681219,1.0263162212543733,0.0021883459872318,-0.0003316779755636784,0.0,0.0,False
2021-05-27,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0003967684345946307,1.0267234311348794,0.0003447738293473,5.1994605247330685e-05,0.0,0.0,False
2021-05-28,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0045770275064176665,1.0220240897490915,-0.004460556182375,-0.00011647132404266647,0.0,0.0,False
2021-05-31,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.004801415330186065,1.0171169276167509,-0.0043314023870263,-0.0004700129431597653,0.0,0.0,False
2021-06-01,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0005829812279085998,1.0177098876921395,0.0004935647182275,8.941650968109983e-05,0.0,0.0,False
2021-06-02,admission_suppression_mom12_bottom_cap75,2021-05-06,0.004088998617438654,1.0218713020158663,0.0034871184418543,0.0006018801755843534,0.0,0.0,False
2021-06-03,admission_suppression_mom12_bottom_cap75,2021-05-06,0.007182342355244303,1.0292107315499437,0.0070595734998692,0.0001227688553751028,0.0,0.0,False
2021-06-04,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.006088531546693225,1.0229443495427066,-0.0058673131524047,-0.00022121839428852468,0.0,0.0,False
2021-06-07,admission_suppression_mom12_bottom_cap75,2021-05-06,0.000941217717819031,1.023907162888839,0.0004671004872833,0.000474117230535731,0.0,0.0,False
2021-06-08,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0009914928056074352,1.0228919663032248,-0.0008629510584765,-0.0001285417471309351,0.0,0.0,False
2021-06-09,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0012423627171890953,1.0241627691458721,0.0007792330384037,0.00046312967878539525,0.0,0.0,False
2021-06-10,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0038447053995965636,1.0202251650172711,-0.0037158380028344,-0.00012886739676216345,0.0,0.0,False
2021-06-11,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.001398141378710427,1.0187987459984589,-0.0013045115129637,-9.362986574672726e-05,0.0,0.0,False
2021-06-15,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.01021576629878647,1.008390936103842,-0.0104682789227928,0.00025251262400632945,0.0,0.0,False
2021-06-16,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0032012103899638766,1.005162864562041,-0.0027487065866779,-0.0004525038032859768,0.0,0.0,False
2021-06-17,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0017106757131367084,1.003443356861888,-0.0017781401633986,6.746445026189175e-05,0.0,0.0,False
2021-06-18,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0035386885471274877,0.9998924833472697,-0.0033885778000803,-0.00015011074704718777,0.0,0.0,False
2021-06-21,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0013675214158925808,0.9985251089627023,-0.0012455363763258,-0.00012198503956678091,0.0,0.0,False
2021-06-22,admission_suppression_mom12_bottom_cap75,2021-05-06,0.008254095728372244,1.0067670307992638,0.0062820077088352,0.0019720880195370446,0.0,0.0,False
2021-06-23,admission_suppression_mom12_bottom_cap75,2021-05-06,0.00535288920606033,1.0121561431714465,0.0051250503631385,0.0002278388429218294,0.0,0.0,False
2021-06-24,admission_suppression_mom12_bottom_cap75,2021-05-06,0.004496438780757435,1.0167072413057845,0.0045035887246396,-7.149943882165286e-06,0.0,0.0,False
2021-06-25,admission_suppression_mom12_bottom_cap75,2021-05-06,0.002325307572671878,1.0190713983531832,0.0026660312950961,-0.00034072372242422176,0.0,0.0,False
2021-06-28,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.0015116938277675393,1.0175308744102383,-0.0018036091093347,0.0002919152815671607,0.0,0.0,False
2021-06-29,admission_suppression_mom12_bottom_cap75,2021-05-06,-0.008302076160289051,1.009083255595439,-0.0083448942799131,4.2818119624049336e-05,0.0,0.0,False
2021-06-30,admission_suppression_mom12_bottom_cap75,2021-05-06,0.0006800478951532203,1.009769480539441,0.0005778999921983,0.00010214790295492036,0.0,0.0,False
2021-07-01,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0022216534849230068,1.0075261226540317,-0.0021441130488639,-7.754043605910695e-05,0.0,0.471428571372,False
2021-07-02,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0013238170167368063,1.0061923424280554,-0.0017334381920587,0.0004096211753218937,0.0,0.0,False
2021-07-05,admission_suppression_mom12_bottom_cap75,2021-07-01,0.002567979059949208,1.0087762232936919,0.0028173697990281,-0.0002493907390788919,0.0,0.0,False
2021-07-06,admission_suppression_mom12_bottom_cap75,2021-07-01,0.005379170113885431,1.0142026022056316,0.005424015563624,-4.484544973856814e-05,0.0,0.0,False
2021-07-07,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0023174885238839045,1.011852199314127,-0.0034026608008458,0.0010851722769618956,0.0,0.0,False
2021-07-08,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.007295560049158478,1.0044701708331578,-0.0073566065473618,6.104649820332144e-05,0.0,0.0,False
2021-07-09,admission_suppression_mom12_bottom_cap75,2021-07-01,0.0008867444707917761,1.0053608792032194,0.0009029190127531,-1.6174541961323873e-05,0.0,0.0,False
2021-07-12,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0017062576173478665,1.0036454745448953,-0.0023490641136914,0.0006428064963435335,0.0,0.0,False
2021-07-13,admission_suppression_mom12_bottom_cap75,2021-07-01,0.0015872782969694672,1.005238539224492,0.0019002603592912,-0.0003129820623217329,0.0,0.0,False
2021-07-14,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.004423743244338053,1.0007916220276494,-0.0041496455588285,-0.0002740976855095526,0.0,0.0,False
2021-07-15,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0008832832295577074,0.9999076395716305,-0.0009670668407364,8.378361117869262e-05,0.0,0.0,False
2021-07-16,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0007233584414408183,0.9991843479398853,-0.0006286841278996,-9.467431354121827e-05,0.0,0.0,False
2021-07-19,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0029896484508254717,0.9961971380019777,-0.0031770278029384,0.0001873793521129284,0.0,0.0,False
2021-07-20,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0022220638686107777,0.9939835243356101,-0.0020458624254501,-0.00017620144316067763,0.0,0.0,False
2021-07-21,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0005298225963504479,0.993456889404017,-0.0005552615032891,2.543890693865212e-05,0.0,0.0,False
2021-07-22,admission_suppression_mom12_bottom_cap75,2021-07-01,0.003472424277740427,0.996906593225672,0.0037499206918032,-0.00027749641406277307,0.0,0.0,False
2021-07-23,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0014777662147454963,0.9954333983429461,-0.0018392797991189,0.0003615135843734039,0.0,0.0,False
2021-07-26,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.01094339317950967,0.9845399792808638,-0.010608450971896,-0.00033494220761366977,0.0,0.0,False
2021-07-27,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.009570149694662557,0.9751177842987659,-0.0092851331423818,-0.000285016552280757,0.0,0.0,False
2021-07-28,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0036152668870852796,0.9715924732621827,-0.0040040033906397,0.0003887365035544205,0.0,0.0,False
2021-07-29,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0006754776320412866,0.9709361842790345,-0.0008404677811081,0.00016499014906681345,0.0,0.0,False
2021-07-30,admission_suppression_mom12_bottom_cap75,2021-07-01,0.0008516978182270365,0.9717631285088227,0.0007760715550446,7.562626318243648e-05,0.0,0.0,False
2021-08-02,admission_suppression_mom12_bottom_cap75,2021-07-01,0.009329416944374593,0.9808291119058513,0.0091564285958467,0.00017298834852789343,0.0,0.0,False
2021-08-03,admission_suppression_mom12_bottom_cap75,2021-07-01,0.004065188969239242,0.9848163675922796,0.0039276064963795,0.00013758247285974176,0.0,0.0,False
2021-08-04,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0014952307713114153,0.9833438398553646,-0.0015277970276182,3.256625630678471e-05,0.0,0.0,False
2021-08-05,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.00019475427320400315,0.9831523294405239,-0.0004021835200844,0.00020742924688039685,0.0,0.0,False
2021-08-06,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0013526836518906688,0.9818224353571715,-0.0016732051631017,0.00032052151121103123,0.0,0.0,False
2021-08-09,admission_suppression_mom12_bottom_cap75,2021-07-01,0.010977556329267394,0.9926004464466432,0.0114047406742165,-0.000427184344949106,0.0,0.0,False
2021-08-10,admission_suppression_mom12_bottom_cap75,2021-07-01,-0.0014604015886946857,0.9911508511777135,-0.0014399719302539,-2.0429658440785826e-05,0.0,0.0,False
2021-08-11,admission_suppression_mom12_bottom_cap75,2021-07-01,0.005072207376857028,0.9961781738366352,0.0049957184492039,7.648892765312739e-05,0.0,0.0,False
2021-08-12,admission_suppression_mom12_bottom_cap75,2021-07-01,0.00019203879912846133,0.9963694786968569,0.0002232237395294,-3.118494040093867e-05,0.0,0.0,False
