component,variant_id,status,strategy_return,max_drawdown,strategy_volatility,trade_count,pm_conclusion
erc_fixed_rule_risk_budget_overlay,equal_reference,rerun_completed_diagnostic_not_accepted,1.0925462597100073,0.11930340749658808,0.15621363096477467,783,equal_reference_for_engineering_comparison
erc_fixed_rule_risk_budget_overlay,erc_fixed_covariance,rerun_completed_diagnostic_not_accepted,1.094361012510002,0.11930340749658785,0.1552049579093101,784,effective_risk_budget_diagnostic_needs_pm_quant_review_not_accepted
