sector_id,status,original_panel_csv,startup_snapshot_panel_csv,repaired_panel_csv,repaired_price_csv,windows,min_observations,pit_policy,enriched_count,required_fields_first_candidate_date
bank,generated,数据库\processed\low_volatility_factors_v57\bank_v3_repaired\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_panels_v5\_startup_snapshot_inputs\bank_startup_snapshot_panel.csv,数据库\processed\startup_preload_repaired_panels_v5\bank_v3_repaired\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_prices_v5\bank_v3_startup_repaired_daily_prices.csv,60;120;252,40,daily_closes_strictly_before_trade_date,1182,2019-04-01
utilities_electricity,generated,数据库\processed\low_volatility_factors_v56\utilities_v51f\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_panels_v5\_startup_snapshot_inputs\utilities_electricity_startup_snapshot_panel.csv,数据库\processed\startup_preload_repaired_panels_v5\utilities_v51f\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_prices_v5\utilities_v51f_startup_repaired_daily_prices.csv,60;120;252,40,daily_closes_strictly_before_trade_date,3057,2019-04-01
highway_infrastructure,generated,数据库\processed\low_volatility_factors_v56\highway_v54h\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_panels_v5\_startup_snapshot_inputs\highway_infrastructure_startup_snapshot_panel.csv,数据库\processed\startup_preload_repaired_panels_v5\highway_v54h\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_prices_v5\highway_v54h_startup_repaired_daily_prices.csv,60;120;252,40,daily_closes_strictly_before_trade_date,193,2021-05-06
port_rail_infrastructure,generated,数据库\processed\low_volatility_factors_v56\port_rail_v55j\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_panels_v5\_startup_snapshot_inputs\port_rail_infrastructure_startup_snapshot_panel.csv,数据库\processed\startup_preload_repaired_panels_v5\port_rail_v55j\panel_with_low_vol.csv,数据库\processed\startup_preload_repaired_prices_v5\port_rail_v55j_startup_repaired_daily_prices.csv,60;120;252,40,daily_closes_strictly_before_trade_date,410,2021-05-06
