strategy_or_component,old_first_signal_date,repaired_first_signal_date,old_first_trade_date,repaired_first_trade_date,old_first_position_date,repaired_first_position_date,startup_gap_days_old,startup_gap_days_repaired,required_fields_pass_date_old,required_fields_pass_date_new,strategy_return_old,strategy_return_repaired,max_drawdown_old,max_drawdown_repaired,trade_count_old,trade_count_repaired,unfilled_count_old,unfilled_count_repaired,t_violation_count,v57f_core_logic_modified
v57f_frozen_mainline,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2021-10-08,2021-10-08,160,160,2021-10-08,2021-10-08,0.8141640295000003,0.8141640295000003,0.11748909353603587,0.11748909353603587,709,709,0,0,0,False
