git_head,generated_at_utc,market_data_boundary,source_manifest_count,git_action
5c814e009a16d2151f89c081856f8b25b243dc3c,2026-08-07T07:24:27+00:00,2026-05-31,8,status_record_only_no_add_commit_reset_clean
