trade_date,next_trade_date,strategy_return,benchmark_return,excess_return,strategy_nav,benchmark_nav,excess_nav,selected_count,date_security_count,cash_weight,benchmark_source,selected_codes,portfolio_value,cash,invested_value,buy_turnover,sell_turnover,commission,dividend_cash,defensive_state,effective_target_exposure,experiment_layer
2022-05-31,,0.0031640345828392036,0.015512457123568524,-0.01234842254072932,1.0519791044000002,0.808421851289833,1.2846212704766262,0,91,0.015683870840201026,000300.XSHG,,2103958.2088,32998.208799999906,2070960.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-01,,0.019541737962300187,-0.0020383622712342175,0.021580100233534405,1.0725366044000002,0.8067739946889225,1.3123435262556422,0,91,0.015383255296195606,000300.XSHG,,2145073.2088,32998.208799999906,2112075.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-02,,0.008650520608749046,0.0015649567249056417,0.007085563883843404,1.0818146044,0.80803656107739,1.321642220148475,0,91,0.015251323408737624,000300.XSHG,,2163629.2088,32998.208799999906,2130631.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-06,,-0.006821871298449578,0.018711013627349615,-0.025532884925799193,1.0744346044000002,0.8231557441831058,1.2878968814283462,0,91,0.015356080614337249,000300.XSHG,,2148869.2088,32998.208799999906,2115871.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-07,,-0.015507225783466194,0.0031300331965944395,-0.018637258980060634,1.0577731044000003,0.8257322489883663,1.2638940137095538,0,91,0.0155979617286249,000300.XSHG,,2115546.2088,32998.208799999906,2082548.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-08,,-0.010211074525407593,0.009734083409705052,-0.019945157935112645,1.0469721044000002,0.8337699955741024,1.2386854479928733,0,91,0.015758876794005203,000300.XSHG,,2093944.2088,32998.208799999906,2060946.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-09,,-0.0232881085346327,-0.010460186596079057,-0.012827921938553644,1.0225901044000003,0.8250486058421852,1.2227956877595985,0,91,0.016134621613300988,000300.XSHG,,2045180.2088,32998.208799999906,2012182.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-10,,0.013260934113924927,0.015164033556291479,-0.0019030994423665515,1.0361506044000004,0.8375596705867476,1.220468585968095,0,91,0.01663185286658117,000300.XSHG,,2072301.2088,34466.208799999906,2037835.0,0.0,0.0,0.0,1468.0,risk_on,0.995,engineering_smoke_test
2022-06-13,,-0.013977697777232456,-0.011710336660383569,-0.002267361116848887,1.0216676044000004,0.8277515648710169,1.2177013429519354,0,91,0.016867623408809686,000300.XSHG,,2043335.2088,34466.208799999906,2008869.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-14,,0.012321522132820117,0.007867568954611048,0.004453953178209069,1.0342561044000003,0.8342639573849268,1.2231249277184857,0,91,0.016662318285273592,000300.XSHG,,2068512.2088,34466.208799999906,2034046.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-15,,0.015952528517655384,0.013241566820058281,0.002710961697597103,1.0507551044000005,0.8453109193222055,1.2264407725489068,0,91,0.01640068587612559,000300.XSHG,,2101510.2088,34466.208799999906,2067044.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-16,,-0.0027366034083099455,-0.00658217669965544,0.0038455732913454943,1.0478796044000005,0.8397469334850786,1.2311571404272381,0,91,0.018804740847382748,000300.XSHG,,2095759.2088,39410.208799999906,2056349.0,0.0,0.0,0.0,4944.0,risk_on,0.995,engineering_smoke_test
2022-06-17,,0.022267825332243918,0.013877451141866226,0.008390374190377692,1.0712136044000005,0.8514004805260498,1.241487009522578,0,91,0.018395121494967408,000300.XSHG,,2142427.2088,39410.208799999906,2103017.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-20,,0.021267933777559422,0.004963982696842173,0.01630395108071725,1.0939961044000004,0.8556268177794641,1.26172815299318,0,91,0.01801204256646524,000300.XSHG,,2187992.2088,39410.208799999906,2148582.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-21,,-0.00436198993836201,-0.0011222903961040087,-0.003239699542258001,1.0892241044000004,0.8546665560192213,1.257640532873474,0,91,0.018090955130720805,000300.XSHG,,2178448.2088,39410.208799999906,2139038.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-22,,-0.01972367294592159,-0.012703528089939575,-0.007020144855982013,1.0677406044000004,0.8438092754172991,1.2488117141559478,0,91,0.018454954619875043,000300.XSHG,,2135481.2088,39410.208799999906,2096071.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
2022-06-23,,0.02199129629728258,0.017154417859701843,0.004836878437580738,1.0912216044000005,0.8582843323216997,1.2548520646087469,0,91,0.01805783932479476,000300.XSHG,,2182443.2088,39410.208799999906,2143033.0,0.0,0.0,0.0,0.0,risk_on,0.995,engineering_smoke_test
