signal_date,period_end_exclusive,formal_selected_mean_future_return,formal_all_universe_mean_future_return,formal_low_pb_top10_mean_future_return,formal_relative_to_all,formal_relative_to_low_pb,local_daily_strategy_return,local_daily_benchmark_return,local_daily_excess_return,local_days,buy_turnover_on_signal,sell_turnover_on_signal,trade_count_on_signal,selected_count_signal,trade_health,dividend_cash_period,selected_codes
2026-01-05,2026-04-01,0.026633510513300002,0.04912678608935899,0.0022476351855999998,-0.02249327557605899,0.024385875327700004,0.02850936852494379,0.07616640689470966,-0.04765703836976587,56,856345.0,854079.0,13,10,passed_has_orders_and_holdings,2704.0,600803.XSHG;002267.XSHE;605368.XSHG;600008.XSHG;600461.XSHG;601199.XSHG;001299.XSHE;600681.XSHG;601158.XSHG;002700.XSHE
2026-04-01,2026-06-01,-0.11950001444699998,-0.11757814505794875,-0.13337539831700002,-0.0019218693890512284,0.013875383870000035,-0.03385478242276141,-0.05273206513654438,0.018877282713782972,39,281678.0,281280.0,11,10,passed_has_orders_and_holdings,12715.2,600803.XSHG;002267.XSHE;001299.XSHE;605368.XSHG;603080.XSHG;600008.XSHG;600461.XSHG;600681.XSHG;601199.XSHG;002700.XSHE
