month,days,strategy_return,benchmark_return,excess_return,dividend_cash,buy_turnover,sell_turnover,min_strategy_nav,max_strategy_nav,window_type
2026-01,20,0.022272047695832242,0.07938820177224448,-0.05341045486094431,2704.0,856345.0,854079.0,1.267981545499996,1.3258335454999954,monthly
2026-02,14,0.022758141960315115,0.02331117870275934,-0.0009416095438046224,0.0,0.0,0.0,1.289731545499996,1.3451985454999962,monthly
2026-03,22,-0.016286071727691698,-0.025696985925288574,0.009069253508336983,0.0,0.0,0.0,1.3063385454999958,1.4406545454999955,monthly
2026-04,21,-0.03802665534875915,0.0034483200483288456,-0.041539507577974866,7640.0,281678.0,281280.0,1.2729702319999956,1.3425217319999956,monthly
2026-05,18,0.004336786408058124,-0.055987322976600806,0.06304875586263825,5075.2,0.0,0.0,1.2784908319999952,1.3252102319999952,monthly
