trade_date,strategy_return,benchmark_return,excess_return,strategy_nav,benchmark_nav,excess_nav,portfolio_value,cash,invested_value,cash_weight,selected_count,holding_count,buy_turnover,sell_turnover,commission,dividend_cash,corporate_action_share_value,benchmark_constituent_count,rebalance
2021-05-06,0.004407809300000398,0.0,0.004407809300000398,1.0044078093000004,1.0,1.0044078093000004,2008815.6186000006,1011765.6186000005,997050.0,0.5036627599028367,28,28,987938.0,0.0,296.3814,0.0,0.0,0,1
2021-05-07,0.009397563432504752,0.006567782631933932,0.00282978080057082,1.0138467954000003,1.006567782631934,1.007250063234701,2027693.5908000004,18041.590800000427,2009652.0,0.008897592260417586,28,28,993426.0,0.0,298.02779999999996,0.0,0.0,189,1
2021-05-10,0.0019855070895655746,0.00843690517418576,-0.006451398084620185,1.0158597954000004,1.01506009956539,1.0007518921060152,2031719.5908000004,18041.590800000427,2013678.0,0.00887996103482787,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-11,0.0053014205546735305,0.009037357429505745,-0.003735936874832214,1.0212452954000004,1.024233560497592,0.9970131462097382,2042490.5908000004,18041.590800000427,2024449.0,0.008833132882601881,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-12,0.003521680850036457,0.001384784026484567,0.00213689682355189,1.0248417954000004,1.0256519027715587,0.9991436604349132,2049683.5908000004,18041.590800000427,2031642.0,0.008802134573833768,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-13,-0.00600190197902617,-0.008576488132017071,0.0025745861529909014,1.0186907954000004,1.0168554113998578,1.0017160418679176,2037381.5908000004,18041.590800000427,2019340.0,0.008855283115087046,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-14,0.0065628353865461175,0.010856936494306217,-0.004294101107760099,1.0253762954000003,1.0278953460253177,0.9974145719028715,2050752.5908000004,18041.590800000427,2032711.0,0.008797546267130345,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-17,-0.0037186348242159717,-0.005937390007527523,0.002218755183311551,1.0215632954000002,1.0217923304690428,0.9996275906541915,2043126.5908000004,18041.590800000427,2025085.0,0.008830383237749413,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-18,0.0002745791682836618,0.003984742210484651,-0.003710163042200989,1.0218437954000004,1.0258639094986122,0.9959188093113819,2043687.5908000004,22233.590800000427,2021454.0,0.01087915339902666,0,28,0.0,0.0,0.0,4192.0,0.0,189,0
2021-05-19,-0.008100063862265694,0.0007001737477340388,-0.008800237609999732,1.0135667954000005,1.026582192476791,0.9871544871491738,2027133.5908000004,22233.590800000427,2004900.0,0.010967994857815971,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-20,-0.00289916758652331,-0.0033327169933113645,0.0004335494067880543,1.0106282954000005,1.0231608845588929,0.9875824673914854,2021256.5908000004,22233.590800000427,1999023.0,0.010999885368933053,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-21,0.0021486633709781877,0.01195083833781372,-0.009802174966835532,1.0127997954000008,1.0353885148838307,0.9779020112519349,2025599.5908000004,22233.590800000427,2003366.0,0.010976300993040478,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-24,0.003234104128848392,0.0013669768542167574,0.0018671272746316344,1.0160752954000007,1.036803867018799,0.9797278787690604,2032150.5908000004,23253.590800000427,2008897.0,0.011442848234414629,0,28,0.0,0.0,0.0,1020.0,0.0,189,0
2021-05-25,0.0038643789665746553,0.003762238777397173,0.0001021401891774824,1.0200017954000007,1.0407045707318525,0.9798279483599402,2040003.5908000004,23253.590800000427,2016750.0,0.01139879895548683,0,28,0.0,0.0,0.0,0.0,0.0,189,0
2021-05-26,0.002190682418479195,0.004752295698827732,-0.002561613280348537,1.0222362954000006,1.045650306587092,0.9773180080749647,2044472.5908000004,23253.590800000427,2021219.0,0.011373882391302353,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-05-27,0.00035070169354511904,0.0010463475208304003,-0.0006956458272852812,1.0225947954000008,1.046744420193045,0.9766381408807165,2045189.5908000004,23253.590800000427,2021936.0,0.011369894949887998,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-05-28,-0.00442257287084169,-0.004705700748875771,0.00028312787803408054,1.0180722954000008,1.041818754191061,0.9769146543651511,2036144.5908000004,23253.590800000427,2012891.0,0.011420402512212604,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-05-31,-0.004326313582936114,0.0029665301752143758,-0.0072928437581504905,1.0136677954000008,1.0449093409624732,0.9697901684258184,2027335.5908000004,23253.590800000427,2004082.0,0.011470025439066259,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-01,0.0004824065657595966,-0.0028304022703879712,0.003312808836147568,1.0141567954000008,1.0419518271914634,0.9730028978649886,2028313.5908000004,23253.590800000427,2005060.0,0.011464494891457502,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-02,0.0034979798154395336,0.003963121823956535,-0.0004651420085170013,1.0177042954000008,1.0460812092173173,0.9725503133427829,2035408.5908000004,23253.590800000427,2012155.0,0.011424532108740289,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-03,0.0070359337504668495,-0.00028772327352083807,0.007323657023987688,1.0248647954000007,1.0457802273074326,0.9796729382762771,2049729.5908000004,23253.590800000427,2026476.0,0.011344711470416277,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-04,-0.005850313160244536,-0.007429571035968384,0.0015792578757238482,1.0188690154000009,1.0380105288206407,0.9812200944796835,2037738.0308000005,27433.030800000426,2010305.0,0.013462491441665064,0,28,0.0,0.0,0.0,4179.44,0.0,190,0
2021-06-07,0.0004691476458456023,-0.0014527984097543938,0.001921946055599996,1.0193470154000008,1.0365025087750617,0.9831059465699441,2038694.0308000005,27433.030800000426,2011261.0,0.013456178507196333,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-08,-0.0008677123556916078,0.000885460146265683,-0.0017531725019572907,1.0184625154000009,1.0374202904380865,0.981382392257907,2036925.0308000005,27433.030800000426,2009492.0,0.013467864739835873,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-09,0.0007779373202447815,0.001543783476063974,-0.0007658461558191925,1.019254815400001,1.0390218427401983,0.9806308043254076,2038509.6308000004,28726.630800000425,2009783.0,0.014091976984541808,0,28,0.0,0.0,0.0,1293.6000000000001,0.0,190,0
2021-06-10,-0.0037056484236650533,-0.003928665835488322,0.0002230174118232689,1.015477815400001,1.0349398731242987,0.9808495020693423,2030955.6308000004,28726.630800000425,2002229.0,0.014144391125218677,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-11,-0.0013028349609772727,0.0017240083166774577,-0.0030268432776547304,1.014154815400001,1.036724118072826,0.9778806243476128,2028309.6308000004,28726.630800000425,1999583.0,0.014162842972189678,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-15,-0.010412907220516243,-0.015179779282126098,0.0047668720616098545,1.003594515400001,1.0209868747840236,0.982542056175405,2007189.0308000005,30109.030800000426,1977080.0,0.015000595528364332,0,28,0.0,0.0,0.0,1382.3999999999999,0.0,190,0
2021-06-16,-0.002734670185902899,-0.00937820986862355,0.006643539682720651,1.0008500154000008,1.011411845599189,0.9890696133155483,2001700.0308000005,30109.030800000426,1971591.0,0.015041729698114174,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-17,-0.0017728050883737412,-0.00012052446374068339,-0.0016522806246330578,0.9990757034000007,1.011289945728877,0.9874353927570537,1998151.4068000005,33396.406800000426,1964755.0,0.016713651771506195,0,28,0.0,0.0,0.0,3287.3759999999997,0.0,190,0
2021-06-18,-0.0034181593931053023,0.0005795276531136729,-0.0039976870462189755,0.9956607034000008,1.011876016217743,0.9834879350784508,1991321.4068000005,33396.406800000426,1957925.0,0.016770977646279387,0,28,0.0,0.0,0.0,0.0,0.0,190,0
2021-06-21,-0.001259465193029885,0.005339716915809161,-0.006599182108839046,0.9944067034000008,1.0172791476982423,0.976997719093022,1988813.4068000005,33396.406800000426,1955417.0,0.016792126745432203,0,28,0.0,0.0,0.0,0.0,0.0,191,0
2021-06-22,0.006247946618578748,0.009346755584090006,-0.0030988089655112575,1.0006197034000008,1.0267874072525693,0.9739701898018125,2001239.4068000005,33396.406800000426,1967843.0,0.016687861875257382,0,28,0.0,0.0,0.0,0.0,0.0,191,0
2021-06-23,0.00513551750234309,0.0026707586099693364,0.0024647588923737535,1.0057584034000009,1.029529708561097,0.9763707914880335,2011516.8068000004,34634.80680000043,1976882.0,0.017218253749069507,0,28,0.0,0.0,0.0,1238.4,11820.0,191,0
2021-06-24,0.00448467542975739,0.0008470589717028917,0.003637616458054498,1.010268903400001,1.0304017809373684,0.9799224539483141,2020537.8068000004,34634.80680000043,1985903.0,0.017141380222354185,0,28,0.0,0.0,0.0,0.0,0.0,191,0
2021-06-25,0.0027192364238417532,0.004624248073486207,-0.0019050116496444535,1.013016063400001,1.0351666143877847,0.9780556902577945,2026032.1268000004,41033.12680000043,1984999.0,0.02025294972237674,0,28,0.0,0.0,0.0,6398.320000000001,0.0,191,0
2021-06-28,-0.0018104352598758977,0.00043156675357611653,-0.002242002013452014,1.0111820634000008,1.0356133578829665,0.9758628874309683,2022364.1268000004,43113.12680000043,1979251.0,0.021318182135785114,0,28,0.0,0.0,0.0,2080.0,0.0,192,0
2021-06-29,-0.008316029629447219,-0.012471942059988656,0.004155912430541437,1.0027730434000008,1.0226972480868999,0.9799184881353468,2005546.0868000004,46150.08680000043,1959396.0,0.023011232254271635,0,28,0.0,0.0,0.0,3036.96,0.0,192,0
2021-06-30,0.0005439914879945551,-0.0015072141220929035,0.0020512056100874584,1.003318543400001,1.0211558243519578,0.9819285024356383,2006637.0868000004,46150.08680000043,1960487.0,0.022998721145733595,0,28,0.0,0.0,0.0,0.0,0.0,192,0
2021-07-01,-0.0013220810666022542,-0.008870418244343205,0.007548337177740951,1.0019920749500009,1.012097745097309,0.9893404298564568,2003984.1499000003,241627.1499000004,1762357.0,0.12057338373262967,28,28,233146.0,428903.0,279.9369,0.0,0.0,193,1
2021-07-02,-0.0017817520663414577,-0.005498335831906993,0.0037165837655655353,1.0002067735000009,1.0065328918000482,0.9930173964366789,2000413.5470000005,18744.547000000417,1981669.0,0.009370335962836995,28,28,234183.0,9944.0,159.1229,1515.52,0.0,193,1
2021-07-05,0.002813418259659528,0.002221774463715676,0.0005916437959438523,1.003020773500001,1.0087691808759394,0.9936049090185449,2006041.5470000005,18744.547000000417,1987297.0,0.009344047249685608,0,28,0.0,0.0,0.0,0.0,0.0,193,0
2021-07-06,0.005415680455993943,0.010467803725137113,-0.00505212326914317,1.0084528135000008,1.019328778665316,0.9885850945373574,2016905.6270000003,24390.627000000415,1992515.0,0.012093092841572211,0,28,0.0,0.0,0.0,5646.08,0.0,193,0
2021-07-07,-0.0034160249779499052,-0.0013419965838313327,-0.0020740283941185723,1.005007913500001,1.017960842926546,0.9865347409812846,2010015.8270000005,27777.827000000412,1982238.0,0.013819705609711304,0,28,0.0,0.0,0.0,3387.2,0.0,193,0
2021-07-08,-0.0073602405519765934,-0.006512740938483221,-0.0008474996134933722,0.9976108135000009,1.0113311276710455,0.9856986531696051,1995221.6270000003,33582.627000000415,1961639.0,0.01683152715745919,0,28,0.0,0.0,0.0,5804.8,0.0,194,0
2021-07-09,0.0009131817615366522,0.005410956593943054,-0.004497774832406402,0.9985218135000009,1.016803396504977,0.981265202575042,1997043.6270000003,33582.627000000415,1963461.0,0.016816170936860764,0,28,0.0,0.0,0.0,0.0,0.0,194,0
2021-07-12,-0.0023369544545257526,-7.624253342375096e-05,-0.0022607119211020014,0.9961883135000009,1.0167258728380335,0.9790468446338181,1992376.6270000003,33582.627000000415,1958794.0,0.016855561616664363,0,28,0.0,0.0,0.0,0.0,0.0,194,0
2021-07-13,0.0019083741238850038,0.013408905561570995,-0.011500531437685991,0.9980894135000009,1.0303590540489245,0.9677872856181395,1996178.8270000005,37259.82700000041,1958919.0,0.018665575696941505,0,28,0.0,0.0,0.0,3677.2,0.0,195,0
2021-07-14,-0.004140390574336128,-0.0032815407601069304,-0.0008588498142291976,0.9939569335000008,1.0269778888155177,0.966956101687673,1987913.8670000003,38626.86700000041,1949287.0,0.01943085545164639,0,28,0.0,0.0,0.0,1367.04,0.0,195,0
2021-07-15,-0.000982718634056301,-0.0014335993640490435,0.00045088072999274254,0.9929801535000009,1.0255056139672192,0.9673920835606729,1985960.3070000005,40908.307000000415,1945052.0,0.02059875358828126,0,28,0.0,0.0,0.0,2281.44,0.0,195,0
2021-07-16,-0.0006248866080685866,-0.0008000573710853475,0.00017517076301676088,0.9923596535000009,1.0246851506416752,0.9675615423700864,1984719.3070000005,44388.307000000415,1940331.0,0.022365030079288892,0,28,0.0,0.0,0.0,3480.0,0.0,195,0
2021-07-19,-0.0032029718144924724,-0.006873582189077468,0.0036706103745849953,0.9891811535000009,1.0176418930408124,0.9711130838055595,1978362.3070000005,44388.307000000415,1933974.0,0.022436894821005304,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-20,-0.0020395657487625174,-0.006324016678103279,0.004284450929340762,0.9871636535000009,1.0112063087368859,0.9752737701599652,1974327.3070000005,44388.307000000415,1929939.0,0.0224827498675732,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-21,-0.0005800456671697374,0.000542952454533974,-0.0011229981217037114,0.9865910535000008,1.0117553456842547,0.9741785395479287,1973182.1070000003,45665.10700000042,1927517.0,0.0231428750737199,0,28,0.0,0.0,0.0,1276.8,0.0,195,0
2021-07-22,0.0037563689502886355,0.003074379210404084,0.0006819897398845517,0.9902970535000007,1.0148658652850415,0.9748429193167162,1980594.1070000003,45665.10700000042,1934929.0,0.023056267227397346,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-23,-0.0018378323893498694,-0.009358732872976954,0.007520900483627085,0.9884770535000007,1.0053680067499362,0.9821746159000658,1976954.1070000003,49785.10700000042,1927169.0,0.025182732782577644,0,28,0.0,0.0,0.0,4120.0,0.0,195,0
2021-07-26,-0.010616837247603317,-0.013383122468496806,0.0027662852208934895,0.9779825535000007,0.9919130435896932,0.9848915910243669,1955965.1070000003,49785.10700000042,1906180.0,0.0254529627455161,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-27,-0.009273682815242545,-0.014197959837544724,0.004924277022302179,0.9689130535000008,0.9778299020344701,0.9897414700555067,1937826.1070000003,49785.10700000042,1888041.0,0.025691214923858185,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-28,-0.004014808125402114,-0.016744765083454474,0.01272995695805236,0.9650230535000008,0.9614563700333256,1.0023408363689128,1930046.1070000003,49785.10700000042,1880261.0,0.025794776000136462,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-29,-0.0008243326385984906,0.006139001904346812,-0.006963334542945302,0.9642275535000008,0.9673587525199066,0.9953612017992205,1928455.1070000003,49785.10700000042,1878670.0,0.025816057018536762,0,28,0.0,0.0,0.0,0.0,0.0,195,0
2021-07-30,0.0008296796716669164,0.008426340621563312,-0.007596660949896396,0.9650275535000008,0.9755100468718898,0.9877997802264704,1930055.1070000003,51433.10700000042,1878622.0,0.026648517347230546,0,28,0.0,0.0,0.0,1648.0,0.0,196,0
2021-08-02,0.009147925329159978,0.011219079069645092,-0.0020711537404851134,0.9738555535000007,0.9864543712209788,0.9857538950168039,1947711.1070000003,51433.10700000042,1896278.0,0.026406948553690416,0,28,0.0,0.0,0.0,0.0,0.0,196,0
2021-08-03,0.003965167099085676,0.0005607257599576535,0.0034044413391280223,0.9777170535000008,0.9870075015979451,0.9891098363272056,1955434.1070000003,51433.10700000042,1904001.0,0.0263026541348961,0,28,0.0,0.0,0.0,0.0,0.0,196,0
2021-08-04,-0.0015096392097450062,-0.0006529223232400117,-0.0008567168865049945,0.9762410535000009,0.9863630623669465,0.9882624492278159,1952482.1070000003,51433.10700000042,1901049.0,0.02634242168755527,0,28,0.0,0.0,0.0,0.0,0.0,196,0
2021-08-05,-0.0003984671599348566,-0.0022386172008086475,0.001840150040873791,0.9758520535000009,0.9841549730492896,0.9900810004141565,1951704.1070000003,51433.10700000042,1900271.0,0.02635292246172458,0,28,0.0,0.0,0.0,0.0,0.0,196,0
2021-08-06,-0.001688268210422894,0.001561215783833712,-0.003249483994256606,0.974204553500001,0.9856914513269525,0.9868637480502931,1948409.1070000003,51433.10700000042,1896976.0,0.026397488502398182,0,28,0.0,0.0,0.0,0.0,0.0,196,0
2021-08-09,0.011367735821201874,0.013682343279049701,-0.002314607457847827,0.985279053500001,0.9991780201312325,0.9845795458591762,1970558.1070000003,51433.10700000042,1919125.0,0.026100781711178644,0,28,0.0,0.0,0.0,0.0,0.0,196,0
