canonical_model_id,source_evidence_paths,addendum_path,status
v5f_pre2021_factor_panel_repair,v5f_pre2021_factor_panel_repair\current\v5f_pre2021_factor_panel_repair_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_pre2021_factor_panel_repair\model_performance_addendum.md,performance_data_unavailable
v5f_pre2021_multisleeve_mainline_validation,v5f_pre2021_multisleeve_mainline_validation\current\v5f_pre2021_validation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_pre2021_multisleeve_mainline_validation\model_performance_addendum.md,report_complete_validation_not_independent
v5f_pre2021_repaired_multisleeve_data_gate,v5f_pre2021_repaired_multisleeve_data_gate\current\v5f_pre2021_data_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_pre2021_repaired_multisleeve_data_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_prebacktest_5min_to_backtest,v5f_prebacktest_5min_to_backtest\current\v5f_prebacktest_5min_to_backtest_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_prebacktest_5min_to_backtest\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_prejq_local_closeout,v5f_prejq_local_closeout\current\v5f_prejq_local_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_prejq_local_closeout\model_performance_addendum.md,archived_or_superseded
v5f_prejq_v5c_v5g_integration,v5f_prejq_v5c_v5g_integration\current\v5f_prejq_v5c_v5g_integration_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_prejq_v5c_v5g_integration\model_performance_addendum.md,performance_data_unavailable
v5f_progress_checkpoint,v5f_progress_checkpoint\current\v5f_progress_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_progress_checkpoint\model_performance_addendum.md,performance_data_unavailable
v5f_quality_value_mean_reversion,v5f_quality_value_mean_reversion\current\v5f_qv_mean_reversion_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_quality_value_mean_reversion\model_performance_addendum.md,report_complete_validation_not_independent
v5f_repaired_baseline_overlay_comparison,v5f_repaired_baseline_overlay_comparison\current\v5f_repaired_overlay_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_repaired_baseline_overlay_comparison\model_performance_addendum.md,performance_data_unavailable
v5f_repaired_overlay_forward_paper_tracking,v5f_repaired_overlay_forward_paper_tracking\current\v5f_repaired_overlay_forward_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_repaired_overlay_forward_paper_tracking\model_performance_addendum.md,performance_data_unavailable
v5f_short_window_reversion_diagnostic,v5f_short_window_reversion_diagnostic\current\v5f_short_window_reversion_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_short_window_reversion_diagnostic\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_short_window_reversion_nav_engineering,v5f_short_window_reversion_nav_engineering\current\v5f_short_window_reversion_nav_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_short_window_reversion_nav_engineering\model_performance_addendum.md,report_complete_validation_not_independent
v5f_short_window_reversion_walk_forward_robustness,v5f_short_window_reversion_walk_forward_robustness\current\v5f_walk_forward_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_short_window_reversion_walk_forward_robustness\model_performance_addendum.md,performance_data_unavailable
v5f_short_window_spike_reversion_symmetry,v5f_short_window_spike_reversion_symmetry\current\v5f_short_window_spike_reversion_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_short_window_spike_reversion_symmetry\model_performance_addendum.md,report_complete_validation_not_independent
v5f_spike_funded_mr_borrowing_forward_observation,v5f_spike_funded_mr_borrowing_forward_observation\current\v5f_spike_mr_forward_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_spike_funded_mr_borrowing_forward_observation\model_performance_addendum.md,performance_data_unavailable
v5f_spike_funded_mr_borrowing_independent_validation_gate,v5f_spike_funded_mr_borrowing_independent_validation_gate\current\v5f_spike_mr_validation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_spike_funded_mr_borrowing_independent_validation_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_spike_mr_prebacktest_to_backtest_jq_sim,v5f_spike_mr_prebacktest_to_backtest_jq_sim\current\v5f_spike_mr_prebacktest_to_backtest_jq_sim_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_spike_mr_prebacktest_to_backtest_jq_sim\model_performance_addendum.md,performance_data_unavailable
v5f_spike_mr_signal_quality_filter_spec,v5f_spike_mr_signal_quality_filter_spec\current\v5f_spike_mr_signal_quality_filter_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_spike_mr_signal_quality_filter_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_spike_mr_sleeve_threshold_effectiveness_audit,v5f_spike_mr_sleeve_threshold_effectiveness_audit\current\v5f_spike_mr_threshold_effectiveness_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_spike_mr_sleeve_threshold_effectiveness_audit\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_structural_rough_screen,v5f_structural_rough_screen\current\v5f_structural_rough_screen_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_structural_rough_screen\model_performance_addendum.md,report_complete_validation_not_independent
v5f_v57f_qv_mr_combination,v5f_v57f_qv_mr_combination\current\v5f_v57f_qv_mr_combination_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_v57f_qv_mr_combination\model_performance_addendum.md,report_complete_validation_not_independent
v5f_value_momentum_reversion_balance_test,v5f_value_momentum_reversion_balance_test\current\v5f_vmr_balance_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_value_momentum_reversion_balance_test\model_performance_addendum.md,report_complete_validation_not_independent
v5g_01_state_gated_internal_subsleeve_limited_engineering,v5g_01_state_gated_internal_subsleeve_limited_engineering\current\v5g_01_state_gated_engineering_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_01_state_gated_internal_subsleeve_limited_engineering\model_performance_addendum.md,report_complete_validation_not_independent
v5g_01_state_gated_internal_subsleeve_quant_spec,v5g_01_state_gated_internal_subsleeve_quant_spec\current\v5g_01_state_gated_quant_spec_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_01_state_gated_internal_subsleeve_quant_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5g_02_quality_guarded_momentum_factor_validation,v5g_02_quality_guarded_momentum_factor_validation\current\v5g_02_quality_factor_validation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_02_quality_guarded_momentum_factor_validation\model_performance_addendum.md,performance_data_unavailable
v5g_03_erc_state_budget_conflict_review,v5g_03_erc_state_budget_conflict_review\current\v5g_03_erc_conflict_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_03_erc_state_budget_conflict_review\model_performance_addendum.md,performance_data_unavailable
v5g_04_cash_proxy_policy_data_gate,v5g_04_cash_proxy_policy_data_gate\current\v5g_04_cash_proxy_policy_data_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_04_cash_proxy_policy_data_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5g_04_exit_policy_spec,v5g_04_exit_policy_spec\current\v5g_04_exit_policy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_04_exit_policy_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5g_05_short_window_reversion_independent_validation_gate,v5g_05_short_window_reversion_independent_validation_gate\current\v5g_05_short_window_validation_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_05_short_window_reversion_independent_validation_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5g_cross_line_model_research_startup,v5g_cross_line_model_research_startup\current\v5g_cross_line_model_research_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_cross_line_model_research_startup\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5g_next_queue_execution,v5g_next_queue_execution\current\v5g_next_queue_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_next_queue_execution\model_performance_addendum.md,execution_only_no_strategy_nav
v5g_vs_midterm_model_comparison,v5g_vs_midterm_model_comparison\current\v5g_vs_midterm_summary.json,v5n_model_performance_reporting\current\model_addenda\v5g_vs_midterm_model_comparison\model_performance_addendum.md,performance_data_unavailable
v5h_1min_research_line_governance,v5h_1min_research_line_governance\current\v5h_1min_research_line_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_1min_research_line_governance\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_1min_volume_amount_timing_test,v5h_1min_volume_amount_timing_test\current\v5h_1min_volume_amount_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_1min_volume_amount_timing_test\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_buy_execution_backtest,v5h_buy_execution_backtest\current\v5h_buy_execution_backtest_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_buy_execution_backtest\model_performance_addendum.md,report_complete_validation_not_independent
v5h_buy_execution_queue_123,v5h_buy_execution_queue_123\current\v5h_buy_execution_queue_123_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_buy_execution_queue_123\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_buy_execution_spec_v1,v5h_buy_execution_spec_v1\current\v5h_buy_execution_spec_v1_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_buy_execution_spec_v1\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_buy_execution_spec_v1_forward_observation,v5h_buy_execution_spec_v1_forward_observation\current\v5h_buy_execution_v1_forward_observation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_buy_execution_spec_v1_forward_observation\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_buy_execution_spec_v1_jq_broker_paper_mapping,v5h_buy_execution_spec_v1_jq_broker_paper_mapping\current\v5h_buy_execution_v1_jq_broker_mapping_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_buy_execution_spec_v1_jq_broker_paper_mapping\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_buy_execution_timing_overlay,v5h_buy_execution_timing_overlay\current\v5h_buy_execution_timing_overlay_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_buy_execution_timing_overlay\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_combined_buy_execution_overlay_v1_observation,v5h_combined_buy_execution_overlay_v1_observation\current\v5h_combined_buy_execution_observation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_combined_buy_execution_overlay_v1_observation\model_performance_addendum.md,execution_only_no_strategy_nav
v5h_market_cap_pit_segmentation_gate,v5h_market_cap_pit_segmentation_gate\current\v5h_market_cap_pit_segmentation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_market_cap_pit_segmentation_gate\model_performance_addendum.md,report_complete_validation_not_independent
v5h_market_cap_pit_source_repair,v5h_market_cap_pit_source_repair\current\v5h_market_cap_pit_source_repair_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_market_cap_pit_source_repair\model_performance_addendum.md,performance_data_unavailable
v5h_pre2021_total_market_cap_source_repair,v5h_pre2021_total_market_cap_source_repair\current\v5h_pre2021_total_market_cap_source_repair_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_pre2021_total_market_cap_source_repair\model_performance_addendum.md,performance_data_unavailable
v5h_quiet_or_active_independent_validation,v5h_quiet_or_active_independent_validation\current\v5h_quiet_or_active_independent_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_quiet_or_active_independent_validation\model_performance_addendum.md,report_complete_validation_not_independent
v5h_segmented_1min_execution_diagnostic,v5h_segmented_1min_execution_diagnostic\current\v5h_segmented_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_segmented_1min_execution_diagnostic\model_performance_addendum.md,report_complete_validation_not_independent
v5h_size_liquidity_interaction_independent_validation,v5h_size_liquidity_interaction_independent_validation\current\v5h_size_liquidity_interaction_summary.json,v5n_model_performance_reporting\current\model_addenda\v5h_size_liquidity_interaction_independent_validation\model_performance_addendum.md,report_complete_validation_not_independent
v5i_sell_execution_closeout,v5i_sell_execution_closeout\current\v5i_sell_execution_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5i_sell_execution_closeout\model_performance_addendum.md,archived_or_superseded
v5i_sell_execution_evaluation,v5i_sell_execution_evaluation\current\v5i_sell_execution_evaluation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5i_sell_execution_evaluation\model_performance_addendum.md,execution_only_no_strategy_nav
v5i_sell_execution_provenance,v5i_sell_execution_provenance\current\v5i_sell_intent_provenance_summary.json,v5n_model_performance_reporting\current\model_addenda\v5i_sell_execution_provenance\model_performance_addendum.md,execution_only_no_strategy_nav
v5i_technical_exploration_hour_packet,v5i_technical_exploration_hour_packet\current\v5i_technical_exploration_summary.json,v5n_model_performance_reporting\current\model_addenda\v5i_technical_exploration_hour_packet\model_performance_addendum.md,performance_data_unavailable
v5i_technical_sell_execution_quant_spec,v5i_technical_sell_execution_quant_spec\current\v5i_technical_sell_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5i_technical_sell_execution_quant_spec\model_performance_addendum.md,execution_only_no_strategy_nav
v5j_1min_technical_pattern_diagnostic,v5j_1min_technical_pattern_diagnostic\current\v5j_1min_technical_pattern_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_1min_technical_pattern_diagnostic\model_performance_addendum.md,execution_only_no_strategy_nav
v5j_5day_1min_family_execution_validation,v5j_5day_1min_family_execution_validation\current\v5j_5day_1min_family_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_5day_1min_family_execution_validation\model_performance_addendum.md,execution_only_no_strategy_nav
v5j_5day_1min_sell_formal_backtest,v5j_5day_1min_sell_formal_backtest\current\v5j_5day_formal_sell_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_5day_1min_sell_formal_backtest\model_performance_addendum.md,report_complete_validation_not_independent
v5j_bank_2011_2012_regulatory_pdf_repair,v5j_bank_2011_2012_regulatory_pdf_repair\current\v5j_bank_2011_2012_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_bank_2011_2012_regulatory_pdf_repair\model_performance_addendum.md,performance_data_unavailable
v5j_cross_period_technical_validation_gate,v5j_cross_period_technical_validation_gate\current\v5j_cross_period_data_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_cross_period_technical_validation_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5j_family_sell_execution_formal_backtest,v5j_family_sell_execution_formal_backtest\current\v5j_formal_family_sell_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_family_sell_execution_formal_backtest\model_performance_addendum.md,report_complete_validation_not_independent
v5j_family_specific_sell_timing_diagnostic,v5j_family_specific_sell_timing_diagnostic\current\v5j_family_sell_timing_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_family_specific_sell_timing_diagnostic\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5j_frozen_buy_timing_full_pit_validation,v5j_frozen_buy_timing_full_pit_validation\current\v5j_frozen_buy_timing_full_pit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_frozen_buy_timing_full_pit_validation\model_performance_addendum.md,performance_data_unavailable
v5j_frozen_sell_timing_full_pit_validation,v5j_frozen_sell_timing_full_pit_validation\current\v5j_frozen_sell_timing_full_pit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_frozen_sell_timing_full_pit_validation\model_performance_addendum.md,performance_data_unavailable
v5j_frozen_v5f_exact_target_validation,v5j_frozen_v5f_exact_target_validation\current\v5j_frozen_v5f_exact_target_validation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_frozen_v5f_exact_target_validation\model_performance_addendum.md,performance_data_unavailable
v5j_infra_cashflow_parser_failure_diagnostic,v5j_infra_cashflow_parser_failure_diagnostic\current\v5j_infra_cashflow_parser_failure_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_infra_cashflow_parser_failure_diagnostic\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5j_local_adjust_factor_corporate_action,v5j_local_adjust_factor_corporate_action\current\v5j_local_adjust_factor_corporate_action_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_local_adjust_factor_corporate_action\model_performance_addendum.md,performance_data_unavailable
v5j_material_action_original_notice_extract,v5j_material_action_original_notice_extract\current\v5j_material_action_original_notice_extract_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_material_action_original_notice_extract\model_performance_addendum.md,performance_data_unavailable
v5j_material_action_unclassified_notice_fallback,v5j_material_action_unclassified_notice_fallback\current\v5j_unclassified_fallback_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_material_action_unclassified_notice_fallback\model_performance_addendum.md,performance_data_unavailable
v5j_material_corporate_action_notice_repair,v5j_material_corporate_action_notice_repair\current\v5j_material_action_notice_repair_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_material_corporate_action_notice_repair\model_performance_addendum.md,performance_data_unavailable
v5j_missing_1min_source_repair,v5j_missing_1min_source_repair\current\v5j_missing_1min_source_repair_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_missing_1min_source_repair\model_performance_addendum.md,execution_only_no_strategy_nav
v5j_momentum_cash_neutral_engineering,v5j_momentum_cash_neutral_engineering\current\v5j_momentum_cash_neutral_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_momentum_cash_neutral_engineering\model_performance_addendum.md,performance_data_unavailable
v5j_momentum_daily_price_volume_sell,v5j_momentum_daily_price_volume_sell\current\v5j_daily_pv_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_momentum_daily_price_volume_sell\model_performance_addendum.md,report_complete_validation_not_independent
v5j_momentum_overlay_cash_neutral_execution_spec,v5j_momentum_overlay_cash_neutral_execution_spec\current\v5j_momentum_cash_neutral_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_momentum_overlay_cash_neutral_execution_spec\model_performance_addendum.md,execution_only_no_strategy_nav
v5j_momentum_overlay_partial_buy_skip,v5j_momentum_overlay_partial_buy_skip\current\v5j_partial_buy_skip_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_momentum_overlay_partial_buy_skip\model_performance_addendum.md,performance_data_unavailable
v5j_overlay_only_sell_formal_backtest,v5j_overlay_only_sell_formal_backtest\current\v5j_overlay_only_formal_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_overlay_only_sell_formal_backtest\model_performance_addendum.md,report_complete_validation_not_independent
v5j_overlay_only_sell_validation,v5j_overlay_only_sell_validation\current\v5j_overlay_only_pre2021_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_overlay_only_sell_validation\model_performance_addendum.md,performance_data_unavailable
v5j_pit_availability_boundary_closeout,v5j_pit_availability_boundary_closeout\current\v5j_pit_availability_boundary_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pit_availability_boundary_closeout\model_performance_addendum.md,archived_or_superseded
v5j_pit_disclosure_trust_audit,v5j_pit_disclosure_trust_audit\current\v5j_pit_disclosure_trust_audit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pit_disclosure_trust_audit\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5j_pit_dividend_corporate_action_ledger,v5j_pit_dividend_corporate_action_ledger\current\v5j_pit_dividend_corporate_action_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pit_dividend_corporate_action_ledger\model_performance_addendum.md,performance_data_unavailable
v5j_pit_pool_1min_pairing,v5j_pit_pool_1min_pairing\current\v5j_pit_pool_1min_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pit_pool_1min_pairing\model_performance_addendum.md,execution_only_no_strategy_nav
v5j_pre2019_pit_rebuild_data_gate,v5j_pre2019_pit_rebuild_data_gate\current\v5j_pre2019_pit_rebuild_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pre2019_pit_rebuild_data_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5j_pre2021_infra_original_cashflow_panel,v5j_pre2021_infra_original_cashflow_panel\current\v5j_infra_cashflow_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pre2021_infra_original_cashflow_panel\model_performance_addendum.md,performance_data_unavailable
v5j_pre2021_pit_repair_continuation_queue,v5j_pre2021_pit_repair_continuation_queue\current\v5j_pre2021_pit_repair_continuation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pre2021_pit_repair_continuation_queue\model_performance_addendum.md,performance_data_unavailable
v5j_pre2021_target_reconstruction_readiness,v5j_pre2021_target_reconstruction_readiness\current\v5j_target_reconstruction_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_pre2021_target_reconstruction_readiness\model_performance_addendum.md,performance_data_unavailable
v5j_repaired_multisleeve_pit_pool,v5j_repaired_multisleeve_pit_pool\current\v5j_repaired_pool_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_repaired_multisleeve_pit_pool\model_performance_addendum.md,performance_data_unavailable
v5j_statement_visible_date_factor_panel,v5j_statement_visible_date_factor_panel\current\v5j_statement_visible_date_factor_panel_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_statement_visible_date_factor_panel\model_performance_addendum.md,performance_data_unavailable
v5j_technical_existing_model_validation,v5j_technical_existing_model_validation\current\v5j_technical_existing_model_validation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_technical_existing_model_validation\model_performance_addendum.md,performance_data_unavailable
v5j_v4_bank_indicator_pit_reuse_gate,v5j_v4_bank_indicator_pit_reuse_gate\current\v5j_v4_bank_indicator_pit_reuse_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_v4_bank_indicator_pit_reuse_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5j_v5e_profit_lock_sell_timing_proxy,v5j_v5e_profit_lock_sell_timing_proxy\current\v5j_v5e_profit_lock_proxy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5j_v5e_profit_lock_sell_timing_proxy\model_performance_addendum.md,performance_data_unavailable
v5k_active_model_registry,v5k_active_model_registry\current\v5_active_model_registry_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_active_model_registry\model_performance_addendum.md,performance_data_unavailable
v5k_experiment_catalog,v5k_experiment_catalog\current\v5_experiment_catalog_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_experiment_catalog\model_performance_addendum.md,performance_data_unavailable
v5k_historical_platform_contract_archive,v5k_historical_platform_contract_archive\current\v5k_platform_contract_archive_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_historical_platform_contract_archive\model_performance_addendum.md,performance_data_unavailable
v5k_reproducibility_provenance,v5k_reproducibility_provenance\current\v5k_reproducibility_provenance_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_reproducibility_provenance\model_performance_addendum.md,performance_data_unavailable
v5k_strategy_development_workflow_audit,v5k_strategy_development_workflow_audit\current\v5k_workflow_audit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_strategy_development_workflow_audit\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5k_workflow_activation_repair,v5k_workflow_activation_repair\current\v5k_workflow_activation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_workflow_activation_repair\model_performance_addendum.md,performance_data_unavailable
v5k_workflow_repair_closeout,v5k_workflow_repair_closeout\current\v5k_workflow_repair_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5k_workflow_repair_closeout\model_performance_addendum.md,archived_or_superseded
v5l_candidate_hardening_closeout,v5l_candidate_hardening_closeout\current\v5l_candidate_hardening_summary.json,v5n_model_performance_reporting\current\model_addenda\v5l_candidate_hardening_closeout\model_performance_addendum.md,archived_or_superseded
v5l_cash_constrained_nav_validation,v5l_cash_constrained_nav_validation\current\v5l_cash_constrained_nav_summary.json,v5n_model_performance_reporting\current\model_addenda\v5l_cash_constrained_nav_validation\model_performance_addendum.md,report_complete_validation_not_independent
v5l_primary_candidate_risk_observation,v5l_primary_candidate_risk_observation\current\v5l_primary_risk_summary.json,v5n_model_performance_reporting\current\model_addenda\v5l_primary_candidate_risk_observation\model_performance_addendum.md,performance_data_unavailable
v5l_qmt_execution_evidence_and_forward_readiness,v5l_qmt_execution_evidence_and_forward_readiness\current\v5l_qmt_execution_attribution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5l_qmt_execution_evidence_and_forward_readiness\model_performance_addendum.md,execution_only_no_strategy_nav
v5m_forward_paper_cycle_readiness,v5m_forward_paper_cycle_readiness\current\v5m_forward_readiness_summary.json,v5n_model_performance_reporting\current\model_addenda\v5m_forward_paper_cycle_readiness\model_performance_addendum.md,performance_data_unavailable
v5m_p0_closure,v5m_p0_closure\current\v5m_p0_closure_summary.json,v5n_model_performance_reporting\current\model_addenda\v5m_p0_closure\model_performance_addendum.md,performance_data_unavailable
v5m_qmt_historical_contract_recovery,v5m_qmt_historical_contract_recovery\current\v5m_qmt_contract_recovery_summary.json,v5n_model_performance_reporting\current\model_addenda\v5m_qmt_historical_contract_recovery\model_performance_addendum.md,execution_only_no_strategy_nav
v5m_strict_cash_state_nav_repair,v5m_strict_cash_state_nav_repair\current\v5m_strict_cash_state_nav_summary.json,v5n_model_performance_reporting\current\model_addenda\v5m_strict_cash_state_nav_repair\model_performance_addendum.md,performance_data_unavailable
v5m_workflow_test_isolation_repair,v5m_workflow_test_isolation_repair\current\v5m_workflow_test_isolation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5m_workflow_test_isolation_repair\model_performance_addendum.md,performance_data_unavailable
