canonical_model_id,source_evidence_paths,addendum_path,status
v5c_overlay_hypothesis_admission,v5c_overlay_hypothesis_admission\current\v5c_overlay_hypothesis_admission_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_overlay_hypothesis_admission\model_performance_addendum.md,performance_data_unavailable
v5c_overlay_quant_spec,v5c_overlay_quant_spec\current,v5n_model_performance_reporting\current\model_addenda\v5c_overlay_quant_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5c_p0_local_data_gate,v5c_p0_local_data_gate\current\v5c_p0_local_data_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_p0_local_data_gate\model_performance_addendum.md,report_complete_validation_not_independent
v5c_p1_financial_quality_pit_panel,v5c_p1_financial_quality_pit_panel\current\v5c_p1_financial_quality_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_p1_financial_quality_pit_panel\model_performance_addendum.md,performance_data_unavailable
v5c_p2_valuation_and_crowding_state_panel,v5c_p2_valuation_and_crowding_state_panel\current\v5c_p2_valuation_crowding_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_p2_valuation_and_crowding_state_panel\model_performance_addendum.md,performance_data_unavailable
v5c_p3_state_governance_quant_spec,v5c_p3_state_governance_quant_spec\current\v5c_p3_state_governance_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_p3_state_governance_quant_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5c_p4_state_forward_observation_packet,v5c_p4_state_forward_observation_packet\current\v5c_p4_state_forward_observation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_p4_state_forward_observation_packet\model_performance_addendum.md,performance_data_unavailable
v5c_power_specialist_combo_deep_dive,v5c_power_specialist_combo_deep_dive\current\v5c_power_combo_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_power_specialist_combo_deep_dive\model_performance_addendum.md,report_complete_validation_not_independent
v5c_profit_taking_overheat_overlay,v5c_profit_taking_overheat_overlay\current\v5c_profit_taking_overheat_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_profit_taking_overheat_overlay\model_performance_addendum.md,report_complete_validation_not_independent
v5c_risk_budget_overlay_engineering_comparison,v5c_risk_budget_overlay_engineering_comparison\current\v5c_risk_budget_engineering_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_risk_budget_overlay_engineering_comparison\model_performance_addendum.md,report_complete_validation_not_independent
v5c_sidecar_observation_enhancement,v5c_sidecar_observation_enhancement\current\v5c_sidecar_observation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_sidecar_observation_enhancement\model_performance_addendum.md,performance_data_unavailable
v5c_sleeve_level_risk_attribution,v5c_sleeve_level_risk_attribution\current\v5c_sleeve_level_risk_attribution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_sleeve_level_risk_attribution\model_performance_addendum.md,report_complete_validation_not_independent
v5c_sleeve_weighting_diagnostic,v5c_sleeve_weighting_diagnostic\current\v5c_sleeve_weighting_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_sleeve_weighting_diagnostic\model_performance_addendum.md,report_complete_validation_not_independent
v5c_sleeve_weighting_rigorous_test,v5c_sleeve_weighting_rigorous_test\current\v5c_sleeve_weighting_rigorous_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_sleeve_weighting_rigorous_test\model_performance_addendum.md,report_complete_validation_not_independent
v5c_topx_capital_rigorous_test,v5c_topx_capital_rigorous_test\current\v5c_topx_capital_rigorous_summary.json,v5n_model_performance_reporting\current\model_addenda\v5c_topx_capital_rigorous_test\model_performance_addendum.md,report_complete_validation_not_independent
v5d_baostock_5min_data_gate,v5d_baostock_5min_data_gate\current\v5d_baostock_5min_data_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_baostock_5min_data_gate\model_performance_addendum.md,execution_only_no_strategy_nav
v5d_closeout,v5d_closeout\current\v5d_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_closeout\model_performance_addendum.md,archived_or_superseded
v5d_free_minute_source_audit,v5d_free_minute_source_audit\current\v5d_free_source_audit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_free_minute_source_audit\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5d_l2_conservative_slippage_spec,v5d_l2_conservative_slippage_spec\current\v5d_l2_conservative_slippage_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l2_conservative_slippage_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5d_l2_execution_cost_broker_paper_review,v5d_l2_execution_cost_broker_paper_review\current\v5d_l2_broker_paper_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l2_execution_cost_broker_paper_review\model_performance_addendum.md,execution_only_no_strategy_nav
v5d_l2_liquidity_instant_fill_review,v5d_l2_liquidity_instant_fill_review\current\v5d_l2_liquidity_instant_fill_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l2_liquidity_instant_fill_review\model_performance_addendum.md,performance_data_unavailable
v5d_l2_order_scheduling_pm_quant_review,v5d_l2_order_scheduling_pm_quant_review\current\v5d_l2_pm_quant_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l2_order_scheduling_pm_quant_review\model_performance_addendum.md,execution_only_no_strategy_nav
v5d_l3_1_unfilled_remediation,v5d_l3_1_unfilled_remediation\current\v5d_l3_1_unfilled_remediation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l3_1_unfilled_remediation\model_performance_addendum.md,performance_data_unavailable
v5d_l3_intraday_execution_engineering,v5d_l3_intraday_execution_engineering\current\v5d_l3_engineering_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l3_intraday_execution_engineering\model_performance_addendum.md,report_complete_validation_not_independent
v5d_l3_intraday_execution_policy_spec,v5d_l3_intraday_execution_policy_spec\current\v5d_l3_intraday_execution_policy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l3_intraday_execution_policy_spec\model_performance_addendum.md,execution_only_no_strategy_nav
v5d_l3_pm_quant_review,v5d_l3_pm_quant_review\current\v5d_l3_pm_quant_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l3_pm_quant_review\model_performance_addendum.md,performance_data_unavailable
v5d_l4_rebalance_neighborhood_order_completion,v5d_l4_rebalance_neighborhood_order_completion\current\v5d_l4_cost_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_l4_rebalance_neighborhood_order_completion\model_performance_addendum.md,archived_or_superseded
v5d_minute_execution_audit,v5d_minute_execution_audit\current\v5d_minute_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_minute_execution_audit\model_performance_addendum.md,execution_only_no_strategy_nav
v5d_minute_execution_robustness,v5d_minute_execution_robustness\current\v5d_minute_execution_robustness_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_minute_execution_robustness\model_performance_addendum.md,report_complete_validation_not_independent
v5d_order_scheduling_engineering_test,v5d_order_scheduling_engineering_test\current\v5d_l2_engineering_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_order_scheduling_engineering_test\model_performance_addendum.md,report_complete_validation_not_independent
v5d_order_scheduling_policy_spec,v5d_order_scheduling_policy_spec\current\v5d_order_scheduling_policy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_order_scheduling_policy_spec\model_performance_addendum.md,execution_only_no_strategy_nav
v5d_yixin_api_capability_probe,v5d_yixin_api_capability_probe\current\v5d_yixin_api_capability_summary.json,v5n_model_performance_reporting\current\model_addenda\v5d_yixin_api_capability_probe\model_performance_addendum.md,performance_data_unavailable
v5e_511360_cash_proxy_forward_stress_packet,v5e_511360_cash_proxy_forward_stress_packet\current\v5e_511360_forward_stress_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_511360_cash_proxy_forward_stress_packet\model_performance_addendum.md,performance_data_unavailable
v5e_511360_cash_proxy_limited_engineering,v5e_511360_cash_proxy_limited_engineering\current\v5e_511360_cash_proxy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_511360_cash_proxy_limited_engineering\model_performance_addendum.md,report_complete_validation_not_independent
v5e_511360_cash_proxy_limited_engineering_spec,v5e_511360_cash_proxy_limited_engineering_spec\current\v5e_511360_cash_proxy_spec_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_511360_cash_proxy_limited_engineering_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_511360_cash_proxy_pm_quant_review,v5e_511360_cash_proxy_pm_quant_review\current\v5e_511360_pm_quant_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_511360_cash_proxy_pm_quant_review\model_performance_addendum.md,performance_data_unavailable
v5e_511360_forward_paper_tracking,v5e_511360_forward_paper_tracking\current\v5e_511360_forward_tracking_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_511360_forward_paper_tracking\model_performance_addendum.md,performance_data_unavailable
v5e_511360_pit_data_audit,v5e_511360_pit_data_audit\current\v5e_511360_pit_data_audit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_511360_pit_data_audit\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_capital_sensitivity_test,v5e_capital_sensitivity_test\current\v5e_capital_sensitivity_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_capital_sensitivity_test\model_performance_addendum.md,report_complete_validation_not_independent
v5e_cash_drag_robustness_packet,v5e_cash_drag_robustness_packet\current\v5e_cash_drag_robustness_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_cash_drag_robustness_packet\model_performance_addendum.md,performance_data_unavailable
v5e_cash_policy_review,v5e_cash_policy_review\current\v5e_cash_policy_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_cash_policy_review\model_performance_addendum.md,performance_data_unavailable
v5e_cash_proxy_asset_data_gate,v5e_cash_proxy_asset_data_gate\current\v5e_cash_proxy_asset_data_gate_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_cash_proxy_asset_data_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_daily_momentum_diagnostic_addendum,v5e_daily_momentum_diagnostic_addendum\current\v5e_daily_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_daily_momentum_diagnostic_addendum\model_performance_addendum.md,report_complete_validation_not_independent
v5e_formal_validation_forward_packet,v5e_formal_validation_forward_packet\current\v5e_formal_validation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_formal_validation_forward_packet\model_performance_addendum.md,performance_data_unavailable
v5e_forward_paper_continuation_v5f_prep,v5e_forward_paper_continuation_v5f_prep\current\v5e_continuation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_forward_paper_continuation_v5f_prep\model_performance_addendum.md,performance_data_unavailable
v5e_forward_paper_daily_packet,v5e_forward_paper_daily_packet\current\v5e_forward_daily_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_forward_paper_daily_packet\model_performance_addendum.md,performance_data_unavailable
v5e_full_holding_5min_data_gate,v5e_full_holding_5min_data_gate\current\v5e_full_holding_5min_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_full_holding_5min_data_gate\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_full_holding_5min_momentum_research,v5e_full_holding_5min_momentum_research\current\v5e_momentum_research_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_full_holding_5min_momentum_research\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_full_holding_rolling_intraday_research,v5e_full_holding_rolling_intraday_research\current\v5e_full_intraday_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_full_holding_rolling_intraday_research\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_full_intraday_nav_engineering_test,v5e_full_intraday_nav_engineering_test\current\v5e_full_intraday_nav_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_full_intraday_nav_engineering_test\model_performance_addendum.md,report_complete_validation_not_independent
v5e_historical_closeout_governance_packet,v5e_historical_closeout_governance_packet\current\v5e_historical_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_historical_closeout_governance_packet\model_performance_addendum.md,archived_or_superseded
v5e_holding_period_exit_pm_review,v5e_holding_period_exit_pm_review\current\v5e_pm_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_holding_period_exit_pm_review\model_performance_addendum.md,performance_data_unavailable
v5e_limited_engineering_loop,v5e_limited_engineering_loop\current\v5e_loop_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_limited_engineering_loop\model_performance_addendum.md,report_complete_validation_not_independent
v5e_long_horizon_momentum_diagnostic,v5e_long_horizon_momentum_diagnostic\current\v5e_long_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_long_horizon_momentum_diagnostic\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_momentum_addenda_closeout_packet,v5e_momentum_addenda_closeout_packet\current\v5e_momentum_closeout_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_momentum_addenda_closeout_packet\model_performance_addendum.md,archived_or_superseded
v5e_pm_quant_formal_review,v5e_pm_quant_formal_review\current\v5e_pm_quant_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_pm_quant_formal_review\model_performance_addendum.md,performance_data_unavailable
v5e_post_exit_5min_monitoring_audit_packet,v5e_post_exit_5min_monitoring_audit_packet\current\v5e_post_exit_5min_audit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_post_exit_5min_monitoring_audit_packet\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_post_exit_5min_monitoring_data_gate,v5e_post_exit_5min_monitoring_data_gate\current\v5e_post_exit_5min_monitoring_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_post_exit_5min_monitoring_data_gate\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_profit_lock_execution_robust_formal_review,v5e_profit_lock_execution_robust_formal_review\current\v5e_profit_lock_execution_robust_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_profit_lock_execution_robust_formal_review\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_profit_lock_main_20pct_sell50,config/v5_experiment_catalog.json,v5n_model_performance_reporting\current\model_addenda\v5e_profit_lock_main_20pct_sell50\model_performance_addendum.md,archived_or_superseded
v5e_profit_lock_main_forward_paper_execution_tracking,v5e_profit_lock_main_forward_paper_execution_tracking\current\v5e_profit_lock_forward_paper_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_profit_lock_main_forward_paper_execution_tracking\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_profit_lock_model_comparison,v5e_profit_lock_model_comparison\current\v5e_model_comparison_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_profit_lock_model_comparison\model_performance_addendum.md,performance_data_unavailable
v5e_quant_spec_single_name_exit,v5e_quant_spec_single_name_exit\current\v5e_quant_spec_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_quant_spec_single_name_exit\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_reasonable_momentum_range_test,v5e_reasonable_momentum_range_test\current\v5e_reasonable_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_reasonable_momentum_range_test\model_performance_addendum.md,performance_data_unavailable
v5e_short_financing_etf_cash_proxy_selection_gate,v5e_short_financing_etf_cash_proxy_selection_gate\current\v5e_short_financing_etf_selection_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_short_financing_etf_cash_proxy_selection_gate\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_sleeve_cash_bucket_engineering,v5e_sleeve_cash_bucket_engineering\current\v5e_sleeve_cash_bucket_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_sleeve_cash_bucket_engineering\model_performance_addendum.md,performance_data_unavailable
v5e_sleeve_cash_policy_quant_spec,v5e_sleeve_cash_policy_quant_spec\current\v5e_sleeve_cash_policy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_sleeve_cash_policy_quant_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_sleeve_level_risk_release_limited_engineering,v5e_sleeve_level_risk_release_limited_engineering\current\v5e_sleeve_level_release_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_sleeve_level_risk_release_limited_engineering\model_performance_addendum.md,report_complete_validation_not_independent
v5e_sleeve_level_risk_release_pm_spec,v5e_sleeve_level_risk_release_pm_spec\current\v5e_sleeve_level_risk_release_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_sleeve_level_risk_release_pm_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_sleeve_level_risk_release_quant_spec,v5e_sleeve_level_risk_release_quant_spec\current\v5e_sleeve_level_quant_spec_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_sleeve_level_risk_release_quant_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5e_trigger_day_5min_execution_data_gate,v5e_trigger_day_5min_execution_data_gate\current\v5e_exit_5min_baostock_fetch_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_trigger_day_5min_execution_data_gate\model_performance_addendum.md,execution_only_no_strategy_nav
v5e_trigger_day_5min_execution_proxy_test,v5e_trigger_day_5min_execution_proxy_test\current\v5e_5min_execution_proxy_summary.json,v5n_model_performance_reporting\current\model_addenda\v5e_trigger_day_5min_execution_proxy_test\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_1min_forward_observation_append,v5f_1min_forward_observation_append\current\v5f_1min_forward_observation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_1min_forward_observation_append\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_1min_intraday_relative_zone_timing_test,v5f_1min_intraday_relative_zone_timing_test\current\v5f_1min_intraday_relative_zone_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_1min_intraday_relative_zone_timing_test\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_1min_microstructure_signal_quality_gate,v5f_1min_microstructure_signal_quality_gate\current\v5f_1min_microstructure_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_1min_microstructure_signal_quality_gate\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_1min_queue_123_execution,v5f_1min_queue_123_execution\current\v5f_1min_queue_123_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_1min_queue_123_execution\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_1min_vwap_execution_precision_audit,v5f_1min_vwap_execution_precision_audit\current\v5f_1min_vwap_precision_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_1min_vwap_execution_precision_audit\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_adaptive_momentum_governance,v5f_adaptive_momentum_governance\current\v5f_adaptive_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_adaptive_momentum_governance\model_performance_addendum.md,report_complete_validation_not_independent
v5f_backtest_scope_governance_correction,v5f_backtest_scope_governance_correction\current\v5f_backtest_scope_correction_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_backtest_scope_governance_correction\model_performance_addendum.md,performance_data_unavailable
v5f_clean_forward_target_population,v5f_clean_forward_target_population\current\v5f_clean_forward_target_population_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_clean_forward_target_population\model_performance_addendum.md,performance_data_unavailable
v5f_deployment_governance_paper_workflow,v5f_deployment_governance_paper_workflow\current\v5f_governance_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_deployment_governance_paper_workflow\model_performance_addendum.md,performance_data_unavailable
v5f_event_triggered_mean_reversion_borrowing_test,v5f_event_triggered_mean_reversion_borrowing_test\current\v5f_mr_borrowing_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_event_triggered_mean_reversion_borrowing_test\model_performance_addendum.md,report_complete_validation_not_independent
v5f_extreme_value_reversion,v5f_extreme_value_reversion\current\v5f_extreme_value_reversion_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_extreme_value_reversion\model_performance_addendum.md,report_complete_validation_not_independent
v5f_forward_continuation_v5g01_closeout,v5f_forward_continuation_v5g01_closeout\current\v5f_forward_continuation_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_forward_continuation_v5g01_closeout\model_performance_addendum.md,archived_or_superseded
v5f_forward_paper_tracking_with_v5c_state_tags,v5f_forward_paper_tracking_with_v5c_state_tags\current\v5f_v5c_state_tracking_handoff_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_forward_paper_tracking_with_v5c_state_tags\model_performance_addendum.md,performance_data_unavailable
v5f_forward_paper_v5c_state_tags,v5f_forward_paper_v5c_state_tags\current\v5f_v5c_state_tag_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_forward_paper_v5c_state_tags\model_performance_addendum.md,performance_data_unavailable
v5f_improvement_queue_execution,v5f_improvement_queue_execution\current\v5f_improvement_queue_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_improvement_queue_execution\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_internal_subsleeve_candidate_replacement_packet,v5f_internal_subsleeve_candidate_replacement_packet\current\v5f_candidate_replacement_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_candidate_replacement_packet\model_performance_addendum.md,performance_data_unavailable
v5f_internal_subsleeve_deep_engineering,v5f_internal_subsleeve_deep_engineering\current\v5f_internal_subsleeve_deep_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_deep_engineering\model_performance_addendum.md,performance_data_unavailable
v5f_internal_subsleeve_deep_research_spec,v5f_internal_subsleeve_deep_research_spec\current\v5f_internal_subsleeve_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_deep_research_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_internal_subsleeve_deployment_governance,v5f_internal_subsleeve_deployment_governance\current\v5f_internal_subsleeve_deployment_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_deployment_governance\model_performance_addendum.md,performance_data_unavailable
v5f_internal_subsleeve_forward_paper_tracking,v5f_internal_subsleeve_forward_paper_tracking\current\v5f_internal_subsleeve_forward_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_forward_paper_tracking\model_performance_addendum.md,performance_data_unavailable
v5f_internal_subsleeve_pm_quant_review,v5f_internal_subsleeve_pm_quant_review\current\v5f_internal_subsleeve_review_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_pm_quant_review\model_performance_addendum.md,performance_data_unavailable
v5f_internal_subsleeve_queue_123_execution,v5f_internal_subsleeve_queue_123_execution\current\v5f_queue_123_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_queue_123_execution\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_internal_subsleeve_robustness_packet,v5f_internal_subsleeve_robustness_packet\current\v5f_internal_subsleeve_robustness_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_internal_subsleeve_robustness_packet\model_performance_addendum.md,performance_data_unavailable
v5f_joinquant_export_checklist,v5f_joinquant_export_checklist\current\v5f_joinquant_export_checklist_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_joinquant_export_checklist\model_performance_addendum.md,performance_data_unavailable
v5f_joinquant_now_execution,v5f_joinquant_now_execution\current\v5f_joinquant_now_execution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_joinquant_now_execution\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_joinquant_platform_attribution,v5f_joinquant_platform_attribution\current\v5f_joinquant_platform_attribution_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_joinquant_platform_attribution\model_performance_addendum.md,performance_data_unavailable
v5f_joinquant_platform_forward_handoff,v5f_joinquant_platform_forward_handoff\current\v5f_platform_forward_handoff_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_joinquant_platform_forward_handoff\model_performance_addendum.md,performance_data_unavailable
v5f_local_1min_data_package_audit,v5f_local_1min_data_package_audit\current\v5f_local_1min_data_package_audit_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_local_1min_data_package_audit\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_locked_pool_conditional_momentum,v5f_locked_pool_conditional_momentum\current\v5f_locked_pool_conditional_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_locked_pool_conditional_momentum\model_performance_addendum.md,report_complete_validation_not_independent
v5f_locked_pool_daily_momentum_governance,v5f_locked_pool_daily_momentum_governance\current\v5f_locked_pool_daily_momentum_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_locked_pool_daily_momentum_governance\model_performance_addendum.md,report_complete_validation_not_independent
v5f_mean_reversion_diagnostic,v5f_mean_reversion_diagnostic\current\v5f_mean_reversion_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_mean_reversion_diagnostic\model_performance_addendum.md,report_complete_validation_not_independent
v5f_model_comparison_progress,v5f_model_comparison_progress\current\v5f_model_comparison_progress_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_model_comparison_progress\model_performance_addendum.md,performance_data_unavailable
v5f_momentum_weight_tilt_backtest_scope,v5f_momentum_weight_tilt_backtest_scope\current\v5f_momentum_weight_tilt_backtest_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_momentum_weight_tilt_backtest_scope\model_performance_addendum.md,performance_data_unavailable
v5f_momentum_weight_tilt_forward_paper_tracking,v5f_momentum_weight_tilt_forward_paper_tracking\current\v5f_momentum_weight_tilt_forward_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_momentum_weight_tilt_forward_paper_tracking\model_performance_addendum.md,performance_data_unavailable
v5f_momentum_weight_tilt_limited_engineering,v5f_momentum_weight_tilt_limited_engineering\current\v5f_momentum_weight_tilt_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_momentum_weight_tilt_limited_engineering\model_performance_addendum.md,report_complete_validation_not_independent
v5f_momentum_weight_tilt_pm_quant_review,v5f_momentum_weight_tilt_pm_quant_review\current\v5f_momentum_weight_tilt_pm_quant_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_momentum_weight_tilt_pm_quant_review\model_performance_addendum.md,performance_data_unavailable
v5f_momentum_weight_tilt_quant_spec,v5f_momentum_weight_tilt_quant_spec\current\v5f_momentum_weight_tilt_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_momentum_weight_tilt_quant_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_needed_model_full_comparison,v5f_needed_model_full_comparison\current\v5f_needed_model_full_comparison_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_needed_model_full_comparison\model_performance_addendum.md,performance_data_unavailable
v5f_overlay_deployment_governance_review,v5f_overlay_deployment_governance_review\current\v5f_overlay_governance_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_overlay_deployment_governance_review\model_performance_addendum.md,performance_data_unavailable
v5f_paper_workflow_artifacts,v5f_paper_workflow_artifacts\current\v5f_paper_artifact_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_paper_workflow_artifacts\model_performance_addendum.md,performance_data_unavailable
v5f_physics_curve_diagnostic_spec,v5f_physics_curve_diagnostic_spec\current\v5f_physics_curve_diagnostic_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_physics_curve_diagnostic_spec\model_performance_addendum.md,diagnostic_only_no_nav_claim
v5f_physics_curve_full_5min_diagnostic,v5f_physics_curve_full_5min_diagnostic\current\v5f_physics_full5min_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_physics_curve_full_5min_diagnostic\model_performance_addendum.md,execution_only_no_strategy_nav
v5f_pre2021_5min_blocker_completion,v5f_pre2021_5min_blocker_completion\current\v5f_pre2021_5min_completion_summary.json,v5n_model_performance_reporting\current\model_addenda\v5f_pre2021_5min_blocker_completion\model_performance_addendum.md,execution_only_no_strategy_nav
