canonical_model_id,formal_window,comparison_status
v5j_momentum_overlay_partial_buy_skip,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_overlay_only_sell_formal_backtest,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_overlay_only_sell_validation,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pit_availability_boundary_closeout,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pit_disclosure_trust_audit,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pit_dividend_corporate_action_ledger,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pit_pool_1min_pairing,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pre2019_pit_rebuild_data_gate,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pre2021_infra_original_cashflow_panel,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pre2021_pit_repair_continuation_queue,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_pre2021_target_reconstruction_readiness,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_repaired_multisleeve_pit_pool,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_statement_visible_date_factor_panel,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_technical_existing_model_validation,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_v4_bank_indicator_pit_reuse_gate,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5j_v5e_profit_lock_sell_timing_proxy,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_active_model_registry,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_experiment_catalog,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_historical_platform_contract_archive,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_reproducibility_provenance,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_strategy_development_workflow_audit,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_workflow_activation_repair,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5k_workflow_repair_closeout,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5l_candidate_hardening_closeout,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5l_cash_constrained_nav_validation,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5l_primary_candidate_risk_observation,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5l_qmt_execution_evidence_and_forward_readiness,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5m_forward_paper_cycle_readiness,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5m_p0_closure,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5m_qmt_historical_contract_recovery,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5m_strict_cash_state_nav_repair,2021-05-01_to_2026-05-31,not_ranked_cross_model
v5m_workflow_test_isolation_repair,2021-05-01_to_2026-05-31,not_ranked_cross_model
