canonical_model_id,report_status,return_source,total_return_pct,annualized_return_pct,max_drawdown_pct,annualized_volatility_pct,sharpe_ratio,observations,start_date,end_date,benchmark_total_return_pct,benchmark_annualized_return_pct,benchmark_max_drawdown_pct,benchmark_annualized_volatility_pct,excess_return_pct_points,annualized_excess_return_pct,max_drawdown_delta_pct_points,volatility_ratio,tracking_error_pct,information_ratio,beta_zero_rf,alpha_zero_rf_annualized_pct,benchmark_sharpe_ratio
airport_transport_cashflow_operating_state_v58,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
airport_transport_franchise_state_v58b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
dividend_low_vol_fcf_basket_v56,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
dividend_low_vol_ocf_enhanced_etf_v57,report_complete_validation_not_independent,local_daily_backtests_v57_etf\dividend_low_vol_ocf_enhanced_etf_v57\daily_returns.csv,81.99145290500081,14.354016272900827,12.36446482537923,15.06458710784634,0.9659868358433509,1125,2021-10-08,2026-05-29,51.0118790617593,9.672688288937747,17.871287924404477,17.63767412910389,30.97957384324151,3.7540760670769306,-5.506823099025247,0.8541141534635962,8.569842110223442,0.43805661980615546,0.7467144564044048,6.4890829420931775,0.6122188610288551
dividend_low_vol_sector_adaptive_etf_v57b,report_complete_validation_not_independent,local_daily_backtests_v57b_etf\dividend_low_vol_sector_adaptive_etf_v57b\daily_returns.csv,53.873681154999844,10.134862257887288,12.194607133020119,15.8669294697064,0.6879712760455893,1125,2021-10-08,2026-05-29,51.0118790617593,9.672688288937747,17.871287924404477,17.63767412910389,2.8618020932405415,0.11787494768118673,-5.676680791384358,0.899604412325796,7.37738297583854,0.015977881054465477,0.8171674212917514,2.092122481296464,0.6122188610288551
dividend_low_vol_sector_neutral_equal_sleeve_etf_v57e,report_complete_validation_not_independent,local_daily_backtests_v57e_etf\dividend_low_vol_sector_neutral_equal_sleeve_etf_v57e\daily_returns.csv,83.066216125,14.504943797711721,11.748909353603587,15.587517413627069,0.9472385561690945,1125,2021-10-08,2026-05-29,51.0118790617593,9.672688288937747,17.871287924404477,17.63767412910389,32.054337063240695,3.966980722626629,-6.12237857080089,0.8837626378359117,8.511777469109196,0.466057851843934,0.7740713091179562,6.406585107677511,0.6122188610288551
dividend_low_vol_sector_neutral_equal_sleeve_etf_v57f,duplicate_or_alias_of_canonical_model,v5_startup_preload_repair\current\runs\v57f_repaired_daily_backtest\dividend_low_vol_sector_neutral_equal_sleeve_etf_v57f\daily_returns.csv,81.41640295000003,13.001305719749068,11.748909353603587,14.976736686516515,0.8913181142516612,1228,2021-05-06,2026-05-29,78.68231031660487,12.649713607781932,17.87128792440442,17.573203663678644,2.7340926333951643,-0.11627495352364593,-6.122378570800834,0.8522485127439419,9.504058011001192,-0.012234242824386666,0.7169169958606469,3.695525921331245,0.766241142611016
dividend_low_vol_sector_neutral_etf_v57c,report_complete_validation_not_independent,local_daily_backtests_v57c_etf\dividend_low_vol_sector_neutral_etf_v57c\daily_returns.csv,70.80325113999932,12.74028641028131,11.586706783114076,15.649192267695009,0.8447901827996358,1125,2021-10-08,2026-05-29,51.0118790617593,9.672688288937747,17.871287924404477,17.63767412910389,19.791372078240016,2.4221672299746206,-6.284581141290401,0.8872594058120344,7.813944651101023,0.3099800853635847,0.7954786978749915,4.630612131560787,0.6122188610288551
dividend_low_vol_sector_neutral_etf_v57d,report_complete_validation_not_independent,local_daily_backtests_v57d_etf\dividend_low_vol_sector_neutral_etf_v57d\daily_returns.csv,76.10252667349964,13.514539463401398,11.73444716793809,15.85697584080428,0.878976372759681,1125,2021-10-08,2026-05-29,51.0118790617593,9.672688288937747,17.871287924404477,17.63767412910389,25.090647611740337,3.139790340969949,-6.136840756466388,0.8990400732395162,7.834981058839258,0.40074000401413923,0.8054714909471629,5.240331896139155,0.6122188610288551
dividend_ocf_low_vol_basket_v56b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
dividend_ocf_vol_guard_basket_v56c,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
food_beverage_low_vol_diagnostic_v5a5b,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
food_beverage_ocf_low_vol_v5a5,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
gas_water_cashflow_dividend_v55a,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
gas_water_collection_debt_guard_v57c,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
gas_water_ocf_dividend_guard_v57a,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
gas_water_true_operating_state_diagnostic_v59,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
gas_water_v57b_text_debt_state_guard_v59b,report_complete_validation_not_independent,local_daily_backtests_v59b_gas_water_state_guard\gas_water_v57b_text_debt_state_guard_v59b\daily_returns.csv,33.29134592499954,6.074458716157394,26.55291703499999,17.389732062533188,0.42616622344406646,1228,2021-05-06,2026-05-29,32.69423389999997,5.976770676966292,28.18884289524115,21.743814266147574,0.5971120249995678,-0.7695016635300717,-1.6359258602411622,0.7997553625909529,15.338088330268523,-0.05016933316334605,0.5710096833236812,2.739818489159598,0.37621817419862413
gas_water_value_serviceability_v57b,report_complete_validation_not_independent,local_daily_backtests_v57_gas_water\gas_water_value_serviceability_v57b\daily_returns.csv,27.849083199999527,5.1709029046660415,26.55291703499999,20.094683506022843,0.3517303908253093,1228,2021-05-06,2026-05-29,32.69423389999997,5.976770676966292,28.18884289524115,21.743814266147574,-4.8451507000004455,-1.112507220239725,-1.6359258602411622,0.9241563260272958,11.086068852423002,-0.10035182308980269,0.7970592944489028,0.5476326013518236,0.37621817419862413
highway_cashflow_dividend_v54,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
highway_dividend_operating_state_v54c,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
highway_dividend_reviewed_operating_v54f,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
highway_dividend_reviewed_operating_v54g,report_complete_validation_not_independent,local_daily_backtests_highway_v54g\highway_dividend_reviewed_operating_v54g\daily_returns.csv,26.510685879999606,6.067555909904931,10.789605232292576,11.709661942961088,0.5618572703908284,1006,2022-04-01,2026-05-29,46.68238701731742,10.072082973914576,13.942051135184563,18.630333146394385,-20.17170113731781,-4.757514777037259,-3.152445902891987,0.6285267070077764,15.040544863885497,-0.3163126615486341,0.37164426617374213,2.3659490025579966,0.6085062131968788
highway_dividend_reviewed_operating_v54h_repaired_2021,report_complete_validation_not_independent,local_daily_backtests_highway_v54h_repaired_2021_final\highway_dividend_reviewed_operating_v54h_repaired_2021\daily_returns.csv,106.61232162500025,16.057644399251856,14.910373998488103,17.559213843280137,0.9360986826677815,1228,2021-05-06,2026-05-29,58.10407689999985,9.856422146060485,14.167320629065294,18.675728440795673,48.508244725000395,5.2884389084021395,0.7430533694228085,0.9402157403897244,8.093680589929233,0.653403460841093,0.8480938602351145,6.981997629029866,0.5969629551166936
highway_dividend_segment_purity_v54d,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
highway_dividend_segment_purity_v54e,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
highway_high_dividend_cashflow_diagnostics_v54b,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
home_appliances_ocf_low_vol_v5a5,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
home_appliances_ocf_quality_v5a5b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
home_appliances_ocf_quality_v5a5c,report_complete_validation_not_independent,local_daily_backtests_home_appliances_v5a5e\home_appliances_ocf_quality_v5a5c\daily_returns.csv,106.37364557999973,16.030119356517414,30.18167637542778,23.430220439680372,0.7516496439509227,1228,2021-05-06,2026-05-29,-3.339156155159262,-0.6945127819630081,40.85662188674719,17.544375773533368,109.71280173515899,16.771878851472575,-10.674945511319411,1.3354832763572082,19.07167671089325,0.8794129171607082,0.8009150343488002,16.93899833681012,0.04784655838089968
insurance_low_pb_dividend_v53b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
insurance_low_pb_only_v53c,report_complete_validation_not_independent,local_daily_backtests_insurance_v53c\insurance_low_pb_only_v53c\daily_returns.csv,42.027341434999684,7.465363616451892,33.01671224901054,26.463573993738148,0.4031996295111,1228,2021-05-06,2026-05-29,-3.0243054613836695,-0.62821972236633,42.43261392518046,24.49339200404453,45.05164689638335,8.318157350094625,-9.415901676169923,1.0804372864880571,8.447401534627156,0.9847001253577519,1.0241995610967467,8.261241292082097,0.09602368995408249
insurance_low_pb_solvency_guard_v53e,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
insurance_pev_nbv_v53f_diagnostic,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
insurance_pev_value_v53g,report_complete_validation_not_independent,local_daily_backtests_insurance_v53g\insurance_pev_value_v53g\daily_returns.csv,29.88786031499957,5.512909984711856,34.19615990892812,30.16721030426085,0.32737786423343557,1228,2021-05-06,2026-05-29,-3.0243054613836695,-0.62821972236633,42.43261392518046,24.49339200404453,32.91216577638324,7.524130999569631,-8.236454016252345,1.2316468988566147,9.840292935826549,0.7646246965042847,1.1777743180533964,7.106015424703882,0.09602368995408249
insurance_value_investment_solvency_v53d,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
insurance_value_quality_v53_test1,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
internal_subsleeve_mom12_70_30,report_complete_validation_not_independent,v5f_structural_rough_screen\current\v5f_structural_rough_screen_daily_returns.csv,120.68673469806517,17.637805267950224,11.881865312548435,15.683565261388917,1.1145687285879482,1228,2021-05-06,2026-05-29,109.2546259710054,16.36068902681651,11.930340749658752,15.627727473639597,11.43210872705977,1.1009119737999238,-0.04847543711031754,1.003572994720026,1.5118980331136311,0.7281654911162793,0.9988996203525417,1.1189356415964908,1.0481050073941274
locked_pool_monthly_mom12_70_30,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
mr_borrow_paired_drop_spike_net0_cap10_next2,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
oil_gas_ocf_dividend_cycle_probe_v58a,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
oil_gas_ocf_low_vol_value_v58b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
oil_gas_state_conditioned_ocf_v58d,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
oil_gas_state_conditioned_ocf_v58g,report_complete_validation_not_independent,validation_daily_v58g_oil_gas\oil_gas_state_conditioned_ocf_v58g\daily_returns.csv,99.79237083499972,15.260981925332207,21.78184051727403,23.91059926318014,0.7133000543232177,1228,2021-05-06,2026-05-29,-4.5158417406884315,-0.943797992348816,40.856621886747234,17.553087784035885,104.30821257568815,16.465805022397912,-19.074781369473204,1.362187642274897,24.072974400584123,0.6839954526765241,0.4873562739899921,16.768073466696542,0.033591054644267385
port_rail_cashflow_dividend_v55a,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
port_rail_cashflow_operating_state_v55b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
port_rail_cashflow_value_operating_diagnostic_v55c,report_complete_validation_not_independent,local_daily_backtests_port_rail_v55c\port_rail_cashflow_value_operating_diagnostic_v55c\daily_returns.csv,63.8572741699998,10.665151236121972,20.197683956099187,19.16820551119892,0.6245408008288242,1228,2021-05-06,2026-05-29,17.69464105156686,3.3998960718200966,38.23109843081313,24.149928630603902,46.162633118432936,5.717876740700166,-18.03341447471394,0.7937168595565988,19.832282538061012,0.28831158136874746,0.47779622594394616,8.983451764317214,0.25894278096502643
port_rail_cashflow_value_operating_diagnostic_v55g_repaired_2021,report_complete_validation_not_independent,local_daily_backtests_port_rail_v55g_repaired_2021\port_rail_cashflow_value_operating_diagnostic_v55g_repaired_2021\daily_returns.csv,78.52228130999977,12.629002466052563,20.200479055136345,20.09727683149384,0.6922465115932003,1228,2021-05-06,2026-05-29,17.69464105156686,3.3998960718200966,38.23109843081313,24.149928630603902,60.82764025843291,7.658820099408968,-18.030619375676782,0.8321878353721363,19.182001639845147,0.3992711627914759,0.5308214803290265,10.592804362974805,0.25894278096502643
port_rail_cashflow_value_operating_diagnostic_v55i_business_purity_gate,report_complete_validation_not_independent,local_daily_backtests_port_rail_v55i_business_purity_gate\port_rail_cashflow_value_operating_diagnostic_v55i_business_purity_gate\daily_returns.csv,56.67056658999987,9.651279528555335,20.447924685713993,19.140986668905715,0.576970668797196,1228,2021-05-06,2026-05-29,17.69464105156686,3.3998960718200966,38.23109843081313,24.149928630603902,38.97592553843301,4.790338200081256,-17.783173745099134,0.7925897820107581,19.725162978652943,0.24285417592064903,0.4805350290223478,8.038786256464869,0.25894278096502643
port_rail_cashflow_value_operating_diagnostic_v55j_reviewed_business_sources,report_complete_validation_not_independent,local_daily_backtests_port_rail_v55j_reviewed_business_sources\port_rail_cashflow_value_operating_diagnostic_v55j_reviewed_business_sources\daily_returns.csv,71.22873498000075,11.669010331716322,20.455604562422426,19.701603699969482,0.6586608893682846,1228,2021-05-06,2026-05-29,17.69464105156686,3.3998960718200966,38.23109843081313,24.149928630603902,53.53409392843389,6.723226135287898,-17.7754938683907,0.8158038063517381,19.251424905260475,0.34923264996612113,0.5150336544919764,9.75593877327784,0.25894278096502643
pressure_positive_1000_else_1400_buy,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
telecom_operators_cashflow_dividend_v55a,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
utilities_cashflow_value_v51b,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
utilities_conditional_low_pb_cashflow_v51d,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
utilities_demand_state_v51f,report_complete_validation_not_independent,local_daily_backtests_utilities_v51f\utilities_demand_state_v51f\daily_returns.csv,230.70306241499966,27.818822731911432,26.765719482392893,24.178445073235803,1.1366713411934342,1228,2021-05-06,2026-05-29,15.855785719669967,3.0662956309662315,20.25487948610978,16.607654281025432,214.8472766953297,23.08205635877346,6.510839996283114,1.4558615361387999,16.280853885650355,1.4177423690975792,1.079250497711373,22.733283696876327,0.26499162109975727
utilities_low_pb_cashflow_v51c,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
utilities_value_quality_v51,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v4_bank_candidate1,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v57f_startup_preload_repaired_baseline,report_complete_validation_not_independent,v5f_structural_rough_screen\current\v5f_structural_rough_screen_daily_returns.csv,109.2546259710054,16.36068902681651,11.930340749658752,15.627727473639597,1.0481050073941274,1228,2021-05-06,2026-05-29,109.2546259710054,16.36068902681651,11.930340749658752,15.627727473639597,0.0,0.0,0.0,1.0,0.0,not_available,1.0,0.0,1.0481050073941274
v5b_etf_holdings_reference_audit,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_etf_pit_sector_gate_audit,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_forward_paper_handoff,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_no_jq_1234_execution,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_no_jq_next_actions,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_no_jq_sleeve_promotion,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_non_core_sector_disposition,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_non_core_sector_queue_execution,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_telecom_sidecar_attribution,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_telecom_specialist_policy,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_three_track_execution,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5b_three_track_execution_plan,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5c_50w_execution_micro_audit,execution_only_no_strategy_nav,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5c_50w_execution_optimization_test,report_complete_validation_not_independent,v5c_50w_execution_optimization_test\runs\top7_50w_retry_3d\daily_returns.csv,79.7899508999999,14.042689985765344,11.658599446086072,15.53969234098883,0.9236332174728749,1125,2021-10-08,2026-05-29,51.0118790617593,9.672688288937747,17.871287924404477,17.63767412910389,28.778071838240592,3.5548592689280145,-6.212688478318405,0.8810511083968161,8.464873125655876,0.4199542292197766,0.7729584673788955,6.006480249019926,0.6122188610288551
v5c_bank_power_dedicated_book_card_collection,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5c_bank_power_financial_report_batch_extraction,performance_data_unavailable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
v5c_bank_power_financial_report_data_gate,diagnostic_only_no_nav_claim,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,
