model_id,trade_date,normalized_nav,underwater_pct
internal_subsleeve_mom12_70_30,2021-05-06,1.0,0.0
internal_subsleeve_mom12_70_30,2021-05-07,1.0095846178064005,0.0
internal_subsleeve_mom12_70_30,2021-05-10,1.011377157523468,0.0
internal_subsleeve_mom12_70_30,2021-05-11,1.0172968641866276,0.0
internal_subsleeve_mom12_70_30,2021-05-12,1.0202336035142223,0.0
internal_subsleeve_mom12_70_30,2021-05-13,1.0137138986736944,-0.6390403940892186
internal_subsleeve_mom12_70_30,2021-05-14,1.0209703423333678,0.0
internal_subsleeve_mom12_70_30,2021-05-17,1.0163577763393856,-0.4517825643632789
internal_subsleeve_mom12_70_30,2021-05-18,1.0171065361130147,-0.3784445110836976
internal_subsleeve_mom12_70_30,2021-05-19,1.008822799650246,-1.1898036778775989
internal_subsleeve_mom12_70_30,2021-05-20,1.0047484625193865,-1.5888688575328325
internal_subsleeve_mom12_70_30,2021-05-21,1.0052040681847423,-1.5442440876972663
internal_subsleeve_mom12_70_30,2021-05-24,1.0096829194936225,-1.105558346969071
internal_subsleeve_mom12_70_30,2021-05-25,1.013188532829546,-0.7621974097736239
internal_subsleeve_mom12_70_30,2021-05-26,1.0150943931133818,-0.5755259458915196
internal_subsleeve_mom12_70_30,2021-05-27,1.0151951490744549,-0.5656572986943109
internal_subsleeve_mom12_70_30,2021-05-28,1.010928168049289,-0.9835911845517464
internal_subsleeve_mom12_70_30,2021-05-31,1.0059552738872266,-1.4706664653769574
internal_subsleeve_mom12_70_30,2021-06-01,1.0061251481056317,-1.4540279587170302
internal_subsleeve_mom12_70_30,2021-06-02,1.0119295152936159,-0.8855131892557933
internal_subsleeve_mom12_70_30,2021-06-03,1.0179574021376088,-0.29510555506178093
internal_subsleeve_mom12_70_30,2021-06-04,1.0116755742676853,-0.910385706644512
internal_subsleeve_mom12_70_30,2021-06-07,1.012873343336358,-0.7930689718669615
internal_subsleeve_mom12_70_30,2021-06-08,1.0120107456022165,-0.877557002358631
internal_subsleeve_mom12_70_30,2021-06-09,1.0133098842788448,-0.7503115161029528
internal_subsleeve_mom12_70_30,2021-06-10,1.0098078541034552,-1.0933214969204075
internal_subsleeve_mom12_70_30,2021-06-11,1.0084269745961463,-1.2285731736883188
internal_subsleeve_mom12_70_30,2021-06-15,0.9972429562352095,-2.3240034616412775
internal_subsleeve_mom12_70_30,2021-06-16,0.9948991561271755,-2.5535693962087214
internal_subsleeve_mom12_70_30,2021-06-17,0.9922617993832844,-2.811888040202193
internal_subsleeve_mom12_70_30,2021-06-18,0.9884492524681968,-3.1853119054218504
internal_subsleeve_mom12_70_30,2021-06-21,0.9869684089323553,-3.3303546627322267
internal_subsleeve_mom12_70_30,2021-06-22,0.9966930122556293,-2.377868295591623
internal_subsleeve_mom12_70_30,2021-06-23,1.0017799577607625,-1.8796221375781408
internal_subsleeve_mom12_70_30,2021-06-24,1.0065605969950315,-1.4113774652262379
internal_subsleeve_mom12_70_30,2021-06-25,1.0084429368323566,-1.2270097358930587
